Site,Location,BRCYear,BRCMonthName,BRCWeek,DayOfWeek,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,04:00,46,24,46,46,24,46
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,05:00,64,21,64,64,21,64
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,06:00,182,86,182,182,86,182
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,07:00,308,194,308,308,194,308
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,08:00,422,394,422,422,394,422
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,09:00,676,465,676,676,465,676
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,10:00,805,678,805,805,678,805
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,11:00,915,778,915,915,778,915
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,12:00,1399,1413,1399,1399,1413,1399
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,13:00,1470,1595,1470,1470,1595,1470
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,14:00,1198,1236,1198,1198,1236,1198
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,15:00,1067,1196,1067,1067,1196,1067
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,16:00,1013,1125,1013,1013,1125,1013
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,17:00,961,1153,961,961,1153,961
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,18:00,608,909,608,608,909,608
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,19:00,351,535,351,351,535,351
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,20:00,206,305,206,206,305,206
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,21:00,231,194,231,231,194,231
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,22:00,279,133,279,279,133,279
Leeds,"Briggate at McDonalds	",2017,April,15,Tuesday,11-Apr-17,23:00,82,128,82,82,128,82
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,00:00,44,83,44,44,83,44
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,01:00,20,44,20,20,44,20
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,02:00,16,16,16,16,16,16
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,03:00,20,22,20,20,22,20
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,04:00,12,16,12,12,16,12
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,05:00,85,40,85,85,40,85
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,06:00,164,82,164,164,82,164
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,07:00,260,173,260,260,173,260
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,08:00,452,439,452,452,439,452
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,09:00,634,432,634,634,432,634
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,10:00,724,615,724,724,615,724
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,11:00,987,869,987,987,869,987
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,12:00,1368,1238,1368,1368,1238,1368
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,13:00,1365,1378,1365,1365,1378,1365
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,14:00,1155,1308,1155,1155,1308,1155
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,15:00,1089,1177,1089,1089,1177,1089
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,16:00,1048,1157,1048,1048,1157,1048
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,17:00,1181,1392,1181,1181,1392,1181
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,18:00,724,1023,724,724,1023,724
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,19:00,387,646,387,387,646,387
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,20:00,309,340,309,309,340,309
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,21:00,218,193,218,218,193,218
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,22:00,309,191,309,309,191,309
Leeds,"Briggate at McDonalds	",2017,April,15,Wednesday,12-Apr-17,23:00,86,110,86,86,110,86
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,00:00,37,84,37,37,84,37
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,01:00,37,27,37,37,27,37
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,02:00,18,10,18,18,10,18
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,03:00,19,21,19,19,21,19
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,04:00,15,18,15,15,18,15
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,05:00,63,46,63,63,46,63
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,06:00,170,91,170,170,91,170
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,07:00,304,226,304,304,226,304
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,08:00,469,394,469,469,394,469
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,09:00,671,428,671,671,428,671
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,10:00,997,784,997,997,784,997
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,11:00,1299,1050,1299,1299,1050,1299
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,12:00,1684,1703,1684,1684,1703,1684
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,13:00,1617,1694,1617,1617,1694,1617
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,14:00,1445,1500,1445,1445,1500,1445
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,15:00,1271,1495,1271,1271,1495,1271
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,16:00,1293,1377,1293,1293,1377,1293
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,17:00,1082,1343,1082,1082,1343,1082
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,18:00,773,1004,773,773,1004,773
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,19:00,535,811,535,535,811,535
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,20:00,353,459,353,353,459,353
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,21:00,363,333,363,363,333,363
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,22:00,476,315,476,476,315,476
Leeds,"Briggate at McDonalds	",2017,April,15,Thursday,13-Apr-17,23:00,277,373,277,277,373,277
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,00:00,232,212,232,232,212,232
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,01:00,158,161,158,158,161,158
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,02:00,116,163,116,116,163,116
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,03:00,91,130,91,91,130,91
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,04:00,102,101,102,102,101,102
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,05:00,69,73,69,69,73,69
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,06:00,125,63,125,125,63,125
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,07:00,174,90,174,174,90,174
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,08:00,239,141,239,239,141,239
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,09:00,445,239,445,445,239,445
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,10:00,705,558,705,705,558,705
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,11:00,1004,882,1004,1004,882,1004
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,12:00,1216,1229,1216,1216,1229,1216
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,13:00,1298,1371,1298,1298,1371,1298
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,14:00,1444,1755,1444,1444,1755,1444
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,15:00,1414,1772,1414,1414,1772,1414
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,16:00,1120,1736,1120,1120,1736,1120
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,17:00,853,1316,853,853,1316,853
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,18:00,684,941,684,684,941,684
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,19:00,666,616,666,666,616,666
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,20:00,358,410,358,358,410,358
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,21:00,355,402,355,355,402,355
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,22:00,403,369,403,403,369,403
Leeds,"Briggate at McDonalds	",2017,April,15,Friday,14-Apr-17,23:00,434,261,434,434,261,434
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,00:00,242,241,242,242,241,242
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,01:00,162,189,162,162,189,162
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,02:00,101,157,101,101,157,101
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,03:00,121,112,121,121,112,121
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,04:00,80,56,80,80,56,80
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,05:00,50,65,50,50,65,50
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,06:00,89,57,89,89,57,89
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,07:00,133,53,133,133,53,133
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,08:00,271,123,271,271,123,271
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,09:00,564,335,564,564,335,564
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,10:00,868,680,868,868,680,868
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,11:00,1288,1238,1288,1288,1238,1288
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,12:00,1596,1577,1596,1596,1577,1596
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,13:00,1607,1608,1607,1607,1608,1607
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,14:00,1635,1865,1635,1635,1865,1635
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,15:00,1585,2093,1585,1585,2093,1585
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,16:00,1361,1742,1361,1361,1742,1361
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,17:00,1080,1590,1080,1080,1590,1080
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,18:00,949,1021,949,949,1021,949
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,19:00,542,791,542,542,791,542
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,20:00,394,489,394,394,489,394
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,21:00,338,339,338,338,339,338
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,22:00,575,322,575,575,322,575
Leeds,"Briggate at McDonalds	",2017,April,15,Saturday,15-Apr-17,23:00,312,352,312,312,352,312
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,00:00,305,274,305,305,274,305
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,01:00,207,185,207,207,185,207
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,02:00,191,177,191,191,177,191
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,03:00,115,206,115,115,206,115
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,04:00,75,125,75,75,125,75
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,05:00,31,65,31,31,65,31
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,06:00,18,54,18,18,54,18
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,07:00,47,34,47,47,34,47
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,08:00,74,36,74,74,36,74
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,09:00,120,76,120,120,76,120
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,10:00,205,176,205,205,176,205
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,11:00,342,344,342,342,344,342
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,12:00,460,460,460,460,460,460
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,13:00,584,587,584,584,587,584
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,14:00,509,628,509,509,628,509
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,15:00,435,634,435,435,634,435
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,16:00,395,489,395,395,489,395
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,17:00,476,423,476,476,423,476
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,18:00,467,418,467,467,418,467
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,19:00,463,235,463,463,235,463
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,20:00,247,259,247,247,259,247
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,21:00,173,192,173,173,192,173
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,22:00,198,300,198,198,300,198
Leeds,"Briggate at McDonalds	",2017,April,15,Sunday,16-Apr-17,23:00,201,193,201,201,193,201
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,00:00,153,158,153,153,158,153
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,01:00,152,160,152,152,160,152
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,02:00,150,153,150,150,153,150
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,03:00,52,165,52,52,165,52
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,04:00,59,97,59,59,97,59
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,05:00,34,35,34,34,35,34
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,06:00,67,52,67,67,52,67
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,07:00,80,49,80,80,49,80
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,08:00,157,86,157,157,86,157
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,09:00,229,182,229,229,182,229
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,10:00,619,514,619,619,514,619
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,11:00,882,794,882,882,794,882
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,12:00,1172,1135,1172,1172,1135,1172
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,13:00,1205,1312,1205,1205,1312,1205
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,14:00,1138,1380,1138,1138,1380,1138
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,15:00,1034,1288,1034,1034,1288,1034
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,16:00,734,1004,734,734,1004,734
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,17:00,543,834,543,543,834,543
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,18:00,373,654,373,373,654,373
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,19:00,249,280,249,249,280,249
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,20:00,162,169,162,162,169,162
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,21:00,123,166,123,123,166,123
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,22:00,188,154,188,188,154,188
Leeds,"Briggate at McDonalds	",2017,April,16,Monday,17-Apr-17,23:00,54,107,54,54,107,54
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,00:00,25,40,25,25,40,25
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,01:00,18,36,18,18,36,18
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,02:00,7,23,7,7,23,7
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,03:00,16,8,16,16,8,16
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,04:00,22,15,22,22,15,22
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,05:00,46,23,46,46,23,46
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,06:00,136,74,136,136,74,136
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,07:00,273,157,273,273,157,273
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,08:00,502,346,502,502,346,502
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,09:00,740,497,740,740,497,740
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,10:00,1209,1006,1209,1209,1006,1209
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,11:00,1284,1251,1284,1284,1251,1284
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,12:00,1632,1654,1632,1632,1654,1632
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,13:00,1516,1702,1516,1516,1702,1516
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,14:00,1337,1383,1337,1337,1383,1337
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,15:00,1225,1310,1225,1225,1310,1225
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,16:00,1154,1210,1154,1154,1210,1154
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,17:00,969,1248,969,969,1248,969
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,18:00,623,867,623,623,867,623
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,19:00,337,577,337,337,577,337
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,20:00,301,307,301,301,307,301
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,21:00,164,166,164,164,166,164
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,22:00,299,113,299,299,113,299
Leeds,"Briggate at McDonalds	",2017,April,16,Tuesday,18-Apr-17,23:00,58,130,58,58,130,58
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,00:00,42,52,42,42,52,42
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,01:00,23,26,23,23,26,23
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,02:00,16,18,16,16,18,16
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,03:00,12,20,12,12,20,12
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,04:00,14,14,14,14,14,14
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,05:00,86,32,86,86,32,86
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,06:00,153,87,153,153,87,153
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,07:00,334,243,334,334,243,334
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,08:00,446,448,446,446,448,446
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,09:00,705,519,705,705,519,705
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,10:00,845,603,845,845,603,845
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,11:00,1034,938,1034,1034,938,1034
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,12:00,1309,1463,1309,1309,1463,1309
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,13:00,1390,1595,1390,1390,1595,1390
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,14:00,1100,1219,1100,1100,1219,1100
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,15:00,1003,1049,1003,1003,1049,1003
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,16:00,1090,1074,1090,1090,1074,1090
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,17:00,1221,1081,1221,1221,1081,1221
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,18:00,671,816,671,671,816,671
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,19:00,361,578,361,361,578,361
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,20:00,223,325,223,223,325,223
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,21:00,216,186,216,216,186,216
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,22:00,246,187,246,246,187,246
Leeds,"Briggate at McDonalds	",2017,April,16,Wednesday,19-Apr-17,23:00,73,97,73,73,97,73
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,00:00,34,59,34,34,59,34
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,01:00,25,40,25,25,40,25
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,02:00,30,14,30,30,14,30
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,03:00,18,14,18,18,14,18
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,04:00,20,15,20,20,15,20
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,05:00,43,17,43,43,17,43
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,06:00,161,68,161,161,68,161
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,07:00,347,252,347,347,252,347
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,08:00,500,452,500,500,452,500
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,09:00,674,501,674,674,501,674
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,10:00,811,607,811,811,607,811
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,11:00,1052,940,1052,1052,940,1052
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,12:00,1423,1403,1423,1423,1403,1423
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,13:00,1422,1512,1422,1422,1512,1422
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,14:00,1206,1299,1206,1206,1299,1206
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,15:00,1176,1141,1176,1176,1141,1176
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,16:00,1148,1180,1148,1148,1180,1148
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,17:00,1088,1299,1088,1088,1299,1088
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,18:00,820,944,820,820,944,820
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,19:00,462,725,462,462,725,462
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,20:00,362,354,362,362,354,362
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,21:00,301,409,301,301,409,301
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,22:00,353,178,353,353,178,353
Leeds,"Briggate at McDonalds	",2017,April,16,Thursday,20-Apr-17,23:00,121,170,121,121,170,121
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,00:00,48,98,48,48,98,48
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,01:00,52,55,52,52,55,52
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,02:00,43,55,43,43,55,43
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,03:00,16,39,16,16,39,16
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,04:00,21,23,21,21,23,21
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,05:00,67,44,67,67,44,67
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,06:00,155,82,155,155,82,155
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,07:00,323,213,323,323,213,323
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,08:00,557,477,557,557,477,557
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,09:00,727,514,727,727,514,727
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,10:00,791,637,791,791,637,791
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,11:00,979,922,979,979,922,979
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,12:00,1342,1284,1342,1342,1284,1342
Leeds,"Briggate at McDonalds	",2017,April,16,Friday,21-Apr-17,13:00,1324,1329,1324,1324,1329,1324
