Site,Location,BRCYear,BRCMonthName,BRCWeek,DayOfWeek,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,16,2629,0,2629,2629,0,2629,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,17,2576,0,2576,2576,0,2576,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,18,1934,0,1934,1934,0,1934,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,19,1157,0,1157,1157,0,1157,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,20,507,0,507,507,0,507,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,21,314,0,314,314,0,314,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,22,283,0,283,283,0,283,,,
Leeds,Albion Street South,2016,November,47,Wednesday,23-Nov-16,23,126,0,126,126,0,126,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,0,50,0,50,50,0,50,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,1,33,0,33,33,0,33,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,2,77,0,77,77,0,77,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,3,19,0,19,19,0,19,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,4,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,5,34,0,34,34,0,34,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,6,55,0,55,55,0,55,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,7,236,0,236,236,0,236,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,8,613,0,613,613,0,613,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,9,813,0,813,813,0,813,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,10,1307,0,1307,1307,0,1307,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,11,2341,0,2341,2341,0,2341,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,12,4757,0,4757,4757,0,4757,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,13,5323,0,5323,5323,0,5323,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,14,3872,0,3872,3872,0,3872,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,15,3320,0,3320,3320,0,3320,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,16,3282,0,3282,3282,0,3282,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,17,3602,0,3602,3602,0,3602,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,18,2596,0,2596,2596,0,2596,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,19,1683,0,1683,1683,0,1683,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,20,783,0,783,783,0,783,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,21,419,0,419,419,0,419,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,22,403,0,403,403,0,403,,,
Leeds,Albion Street South,2016,November,47,Thursday,24-Nov-16,23,160,0,160,160,0,160,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,0,94,0,94,94,0,94,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,1,60,0,60,60,0,60,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,2,3,0,3,3,0,3,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,3,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,4,6,0,6,6,0,6,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,5,36,0,36,36,0,36,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,6,48,0,48,48,0,48,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,7,368,0,368,368,0,368,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,8,1177,0,1177,1177,0,1177,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,9,1322,0,1322,1322,0,1322,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,10,2320,0,2320,2320,0,2320,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,11,4023,0,4023,4023,0,4023,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,12,7002,0,7002,7002,0,7002,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,13,7558,0,7558,7558,0,7558,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,14,6153,0,6153,6153,0,6153,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,15,5555,0,5555,5555,0,5555,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,16,5203,0,5203,5203,0,5203,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,17,4805,0,4805,4805,0,4805,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,18,3152,0,3152,3152,0,3152,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,19,1985,0,1985,1985,0,1985,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,20,1130,0,1130,1130,0,1130,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,21,794,0,794,794,0,794,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,22,894,0,894,894,0,894,,,
Leeds,Albion Street South,2016,November,47,Friday,25-Nov-16,23,590,0,590,590,0,590,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,0,305,0,305,305,0,305,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,1,307,0,307,307,0,307,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,2,278,0,278,278,0,278,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,3,151,0,151,151,0,151,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,4,32,0,32,32,0,32,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,5,42,0,42,42,0,42,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,6,11,0,11,11,0,11,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,7,69,0,69,69,0,69,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,8,278,0,278,278,0,278,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,9,1040,0,1040,1040,0,1040,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,10,2511,0,2511,2511,0,2511,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,11,4367,0,4367,4367,0,4367,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,12,6358,0,6358,6358,0,6358,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,13,7491,0,7491,7491,0,7491,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,14,9099,0,9099,9099,0,9099,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,15,8158,0,8158,8158,0,8158,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,16,6054,0,6054,6054,0,6054,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,17,4284,0,4284,4284,0,4284,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,18,2545,0,2545,2545,0,2545,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,19,1472,0,1472,1472,0,1472,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,20,882,0,882,882,0,882,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,21,535,0,535,535,0,535,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,22,715,0,715,715,0,715,,,
Leeds,Albion Street South,2016,November,47,Saturday,26-Nov-16,23,616,0,616,616,0,616,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,0,15,0,15,15,0,15,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,1,258,0,258,258,0,258,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,2,206,0,206,206,0,206,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,3,80,0,80,80,0,80,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,4,64,0,64,64,0,64,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,5,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,6,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,7,9,0,9,9,0,9,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,8,33,0,33,33,0,33,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,9,154,0,154,154,0,154,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,10,346,0,346,346,0,346,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,11,2626,0,2626,2626,0,2626,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,12,3137,0,3137,3137,0,3137,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,13,4071,0,4071,4071,0,4071,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,14,4716,0,4716,4716,0,4716,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,15,3896,0,3896,3896,0,3896,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,16,2743,0,2743,2743,0,2743,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,17,933,0,933,933,0,933,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,18,367,0,367,367,0,367,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,19,208,0,208,208,0,208,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,20,159,0,159,159,0,159,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,21,123,0,123,123,0,123,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,22,142,0,142,142,0,142,,,
Leeds,Albion Street South,2016,November,47,Sunday,27-Nov-16,23,47,0,47,47,0,47,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,0,11,0,11,11,0,11,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,1,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,2,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,3,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,4,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,5,13,0,13,13,0,13,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,6,28,0,28,28,0,28,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,7,179,0,179,179,0,179,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,8,538,0,538,538,0,538,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,9,583,0,583,583,0,583,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,10,1189,0,1189,1189,0,1189,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,11,1950,0,1950,1950,0,1950,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,12,3269,0,3269,3269,0,3269,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,13,3579,0,3579,3579,0,3579,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,14,2913,0,2913,2913,0,2913,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,15,3206,0,3206,3206,0,3206,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,16,2672,0,2672,2672,0,2672,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,17,2332,0,2332,2332,0,2332,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,18,1344,0,1344,1344,0,1344,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,19,665,0,665,665,0,665,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,20,289,0,289,289,0,289,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,21,151,0,151,151,0,151,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,22,134,0,134,134,0,134,,,
Leeds,Albion Street South,2016,December,48,Monday,28-Nov-16,23,67,0,67,67,0,67,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,0,79,0,79,79,0,79,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,1,41,0,41,41,0,41,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,2,31,0,31,31,0,31,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,3,24,0,24,24,0,24,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,4,80,0,80,80,0,80,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,5,46,0,46,46,0,46,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,6,132,0,132,132,0,132,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,7,439,0,439,439,0,439,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,8,1336,0,1336,1336,0,1336,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,9,1597,0,1597,1597,0,1597,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,10,2228,0,2228,2228,0,2228,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,11,3526,0,3526,3526,0,3526,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,12,3498,0,3498,3498,0,3498,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,13,3255,0,3255,3255,0,3255,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,14,2495,0,2495,2495,0,2495,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,15,1954,0,1954,1954,0,1954,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,16,2207,0,2207,2207,0,2207,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,17,2369,0,2369,2369,0,2369,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,18,1628,0,1628,1628,0,1628,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,19,905,0,905,905,0,905,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,20,425,0,425,425,0,425,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,21,212,0,212,212,0,212,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,22,153,0,153,153,0,153,,,
Leeds,Albion Street South,2016,December,48,Tuesday,29-Nov-16,23,86,0,86,86,0,86,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,0,43,0,43,43,0,43,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,1,24,0,24,24,0,24,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,2,10,0,10,10,0,10,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,3,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,4,0,0,0,0,0,0,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,5,56,0,56,56,0,56,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,6,87,0,87,87,0,87,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,7,292,0,292,292,0,292,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,8,914,0,914,914,0,914,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,9,1003,0,1003,1003,0,1003,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,10,1188,0,1188,1188,0,1188,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,11,2260,0,2260,2260,0,2260,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,12,4984,0,4984,4984,0,4984,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,13,5639,0,5639,5639,0,5639,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,14,4515,0,4515,4515,0,4515,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,15,3661,0,3661,3661,0,3661,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,16,3145,0,3145,3145,0,3145,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,17,3082,0,3082,3082,0,3082,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,18,2313,0,2313,2313,0,2313,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,19,1384,0,1384,1384,0,1384,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,20,606,0,606,606,0,606,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,21,377,0,377,377,0,377,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,22,338,0,338,338,0,338,,,
Leeds,Albion Street South,2016,December,48,Wednesday,30-Nov-16,23,150,0,150,150,0,150,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,0,388,0,388,388,0,388,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,1,456,0,456,456,0,456,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,2,576,0,576,576,0,576,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,3,509,0,509,509,0,509,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,4,459,0,459,459,0,459,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,5,203,0,203,203,0,203,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,6,371,0,371,371,0,371,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,7,617,0,617,617,0,617,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,8,1428,0,1428,1428,0,1428,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,9,1361,0,1361,1361,0,1361,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,10,2058,0,2058,2058,0,2058,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,11,3112,0,3112,3112,0,3112,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,12,4917,0,4917,4917,0,4917,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,13,4611,0,4611,4611,0,4611,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,14,3528,0,3528,3528,0,3528,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,15,3214,0,3214,3214,0,3214,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,16,3534,0,3534,3534,0,3534,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,17,3405,0,3405,3405,0,3405,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,18,2304,0,2304,2304,0,2304,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,19,1213,0,1213,1213,0,1213,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,20,725,0,725,725,0,725,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,21,556,0,556,556,0,556,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,22,333,0,333,333,0,333,,,
Leeds,Briggate,2016,November,44,Tuesday,01-Nov-16,23,236,0,236,236,0,236,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,0,176,0,176,176,0,176,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,1,100,0,100,100,0,100,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,2,91,0,91,91,0,91,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,3,102,0,102,102,0,102,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,4,55,0,55,55,0,55,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,5,88,0,88,88,0,88,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,6,279,0,279,279,0,279,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,7,642,0,642,642,0,642,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,8,1264,0,1264,1264,0,1264,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,9,1202,0,1202,1202,0,1202,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,10,1962,0,1962,1962,0,1962,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,11,3298,0,3298,3298,0,3298,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,12,5513,0,5513,5513,0,5513,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,13,5207,0,5207,5207,0,5207,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,14,3923,0,3923,3923,0,3923,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,15,3625,0,3625,3625,0,3625,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,16,3868,0,3868,3868,0,3868,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,17,3797,0,3797,3797,0,3797,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,18,2444,0,2444,2444,0,2444,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,19,1578,0,1578,1578,0,1578,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,20,741,0,741,741,0,741,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,21,661,0,661,661,0,661,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,22,427,0,427,427,0,427,,,
Leeds,Briggate,2016,November,44,Wednesday,02-Nov-16,23,364,0,364,364,0,364,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,0,160,0,160,160,0,160,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,1,83,0,83,83,0,83,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,2,105,0,105,105,0,105,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,3,76,0,76,76,0,76,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,4,63,0,63,63,0,63,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,5,58,0,58,58,0,58,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,6,270,0,270,270,0,270,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,7,612,0,612,612,0,612,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,8,1304,0,1304,1304,0,1304,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,9,1426,0,1426,1426,0,1426,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,10,2100,0,2100,2100,0,2100,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,11,2958,0,2958,2958,0,2958,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,12,4810,0,4810,4810,0,4810,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,13,4790,0,4790,4790,0,4790,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,14,3743,0,3743,3743,0,3743,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,15,3600,0,3600,3600,0,3600,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,16,3701,0,3701,3701,0,3701,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,17,3677,0,3677,3677,0,3677,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,18,2677,0,2677,2677,0,2677,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,19,1585,0,1585,1585,0,1585,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,20,841,0,841,841,0,841,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,21,737,0,737,737,0,737,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,22,555,0,555,555,0,555,,,
Leeds,Briggate,2016,November,44,Thursday,03-Nov-16,23,388,0,388,388,0,388,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,0,273,0,273,273,0,273,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,1,151,0,151,151,0,151,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,2,190,0,190,190,0,190,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,3,218,0,218,218,0,218,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,4,95,0,95,95,0,95,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,5,121,0,121,121,0,121,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,6,335,0,335,335,0,335,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,7,625,0,625,625,0,625,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,8,1214,0,1214,1214,0,1214,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,9,1440,0,1440,1440,0,1440,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,10,2430,0,2430,2430,0,2430,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,11,3588,0,3588,3588,0,3588,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,12,4750,0,4750,4750,0,4750,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,13,5154,0,5154,5154,0,5154,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,14,4639,0,4639,4639,0,4639,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,15,4459,0,4459,4459,0,4459,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,16,4679,0,4679,4679,0,4679,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,17,3850,0,3850,3850,0,3850,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,18,2935,0,2935,2935,0,2935,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,19,2071,0,2071,2071,0,2071,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,20,1087,0,1087,1087,0,1087,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,21,1039,0,1039,1039,0,1039,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,22,1373,0,1373,1373,0,1373,,,
Leeds,Briggate,2016,November,44,Friday,04-Nov-16,23,890,0,890,890,0,890,,,
Leeds,Briggate,2016,November,44,Saturday,05-Nov-16,0,810,0,810,810,0,810,,,
Leeds,Briggate,2016,November,44,Saturday,05-Nov-16,1,624,0,624,624,0,624,,,
Leeds,Briggate,2016,November,44,Saturday,05-Nov-16,2,602,0,602,602,0,602,,,
Leeds,Briggate,2016,November,44,Saturday,05-Nov-16,3,319,0,319,319,0,319,,,
Leeds,Briggate,2016,November,44,Saturday,05-Nov-16,4,241,0,241,241,0,241,,,
