"Date","InCount","outlier"
"293","2010-05-05","11233",2
"294","2010-05-06","12128",2
"295","2010-05-07","12324",2
"296","2010-05-08","15967",2
"297","2010-05-09","4420",2
"298","2010-05-10","8790",2
"299","2010-05-11","9538",2
"300","2010-05-12","10559",2
"301","2010-05-13","12876",2
"302","2010-05-14","12756",2
"303","2010-05-15","13407",2
"304","2010-05-16","3952",2
"305","2010-05-17","9002",2
"306","2010-05-18","10811",2
"307","2010-05-19","10969",2
"308","2010-05-20","13680",2
"309","2010-05-21","13055",2
"310","2010-05-22","11612",2
"311","2010-05-23","3883",2
"312","2010-05-24","9397",2
"313","2010-05-25","10070",2
"314","2010-05-26","11267",2
"315","2010-05-27","13574",2
"316","2010-05-28","13600",2
"317","2010-05-29","11548",2
"318","2010-05-30","5892",2
"319","2010-05-31","6323",2
"320","2010-06-01","11040",2
"321","2010-06-02","12396",2
"322","2010-06-03","14579",2
"323","2010-06-04","12943",2
"324","2010-06-05","12099",2
"325","2010-06-06","3844",2
"326","2010-06-07","9449",2
"327","2010-06-08","9651",2
"328","2010-06-09","10048",2
"329","2010-06-10","13316",2
"330","2010-06-11","10886",2
"331","2010-06-12","10503",2
"332","2010-06-13","3076",2
"333","2010-06-14","8805",2
"334","2010-06-15","10574",2
"335","2010-06-16","10405",2
"336","2010-06-17","12793",2
"337","2010-06-18","10648",2
"338","2010-06-19","11815",2
"339","2010-06-20","4057",2
"340","2010-06-21","8236",2
"341","2010-06-22","9992",2
"342","2010-06-23","11619",2
"343","2010-06-24","12676",2
"344","2010-06-25","12401",2
"345","2010-06-26","12313",2
"346","2010-06-27","4405",2
"347","2010-06-28","9566",2
"348","2010-06-29","10129",2
"349","2010-06-30","11539",2
"350","2010-07-01","13994",2
"351","2010-07-02","11539",2
"352","2010-07-03","12528",2
"353","2010-07-04","4272",2
"354","2010-07-05","8959",2
"355","2010-07-06","9496",2
"356","2010-07-07","9827",2
"357","2010-07-08","13776",2
"358","2010-07-09","12211",2
"359","2010-07-10","11392",2
"360","2010-07-11","3952",2
"361","2010-07-12","9070",2
"362","2010-07-13","9358",2
"363","2010-07-14","9145",2
"364","2010-07-15","13240",2
"365","2010-07-16","13317",2
"366","2010-07-17","13869",2
"367","2010-07-18","4528",2
"368","2010-07-19","10551",2
"369","2010-07-20","9341",2
"370","2010-07-21","10920",2
"371","2010-07-22","13352",2
"372","2010-07-23","12565",2
"373","2010-07-24","11502",2
"374","2010-07-25","4883",2
"375","2010-07-26","9394",2
"376","2010-07-27","11072",2
"377","2010-07-28","11090",2
"378","2010-07-29","14433",2
"379","2010-07-30","12009",2
"380","2010-07-31","12679",2
"381","2010-08-01","5389",2
"382","2010-08-02","9671",2
"383","2010-08-03","11094",2
"384","2010-08-04","11172",2
"385","2010-08-05","13494",2
"386","2010-08-06","11493",2
"387","2010-08-07","11248",2
"388","2010-08-08","4599",2
"389","2010-08-09","8815",2
"390","2010-08-10","11435",2
"391","2010-08-11","9584",2
"392","2010-08-12","12675",2
"393","2010-08-13","10822",2
"394","2010-08-14","11631",2
"395","2010-08-15","4517",2
"396","2010-08-16","10245",2
"397","2010-08-17","10222",2
"398","2010-08-18","10757",2
"399","2010-08-19","11508",2
"400","2010-08-20","10040",2
"401","2010-08-21","10744",2
"402","2010-08-22","4364",2
"403","2010-08-23","7495",2
"404","2010-08-24","9828",2
"405","2010-08-25","10982",2
"406","2010-08-26","13648",2
"407","2010-08-27","11320",2
"408","2010-08-28","10292",2
"409","2010-08-29","4728",2
"410","2010-08-30","5404",2
"411","2010-08-31","10595",2
"412","2010-09-01","11123",2
"413","2010-09-02","12794",2
"414","2010-09-03","11127",2
"415","2010-09-04","11011",2
"416","2010-09-05","4231",2
"417","2010-09-06","8539",2
"418","2010-09-07","9830",2
"419","2010-09-08","10936",2
"420","2010-09-09","12483",2
"421","2010-09-10","11497",2
"422","2010-09-11","12420",2
"423","2010-09-12","4779",2
"424","2010-09-13","9801",2
"425","2010-09-14","9843",2
"426","2010-09-15","10227",2
"427","2010-09-16","13095",2
"428","2010-09-17","11961",2
"429","2010-09-18","12124",2
"430","2010-09-19","4210",2
"431","2010-09-20","9771",2
"432","2010-09-21","12003",2
"433","2010-09-22","11567",2
"434","2010-09-23","14403",2
"435","2010-09-24","12888",2
"436","2010-09-25","16780",2
"437","2010-09-26","4813",2
"438","2010-09-27","8672",2
"439","2010-09-28","10365",2
"440","2010-09-29","10766",2
"441","2010-09-30","16426",2
"442","2010-10-01","11371",2
"443","2010-10-02","16548",2
"444","2010-10-03","4708",2
"445","2010-10-04","11604",2
"446","2010-10-05","17493",2
"447","2010-10-06","14559",2
"448","2010-10-07","14463",2
"449","2010-10-08","15823",2
"450","2010-10-09","13852",2
"451","2010-10-10","4834",2
"452","2010-10-11","9527",2
"453","2010-10-12","10486",2
"454","2010-10-13","11710",2
"455","2010-10-14","14257",2
"456","2010-10-15","12490",2
"457","2010-10-16","12953",2
"458","2010-10-17","4679",2
"459","2010-10-18","8069",2
"460","2010-10-19","9256",2
"461","2010-10-20","11151",2
"462","2010-10-21","14277",2
"463","2010-10-22","13444",2
"464","2010-10-23","13363",2
"465","2010-10-24","5381",2
