"Date","InCount","outlier"
"2012-06-04","135528",2
"2012-06-05","121618",2
"2012-06-06","205361",2
"2012-06-07","166222",2
"2012-06-08","174399",2
"2012-06-09","197659",2
"2012-06-10","98148",2
"2012-06-11","144715",2
"2012-06-12","162246",2
"2012-06-13","159440",2
"2012-06-14","175633",2
"2012-06-15","181237",2
"2012-06-16","206495",2
"2012-06-17","100238",2
"2012-06-18","160825",2
"2012-06-19","162527",2
"2012-06-20","181213",2
"2012-06-21","139673",2
"2012-06-22","149904",2
"2012-06-23","222024",2
"2012-06-24","111610",2
"2012-06-25","160250",2
"2012-06-26","176207",2
"2012-06-27","166578",2
"2012-06-28","152945",2
"2012-06-29","196118",2
"2012-06-30","257481",2
"2012-07-01","109782",2
"2012-07-02","153282",2
"2012-07-03","161678",2
"2012-07-04","157556",2
"2012-07-05","168753",2
"2012-07-06","142787",2
"2012-07-07","239446",2
"2012-07-08","117061",2
"2012-07-09","153640",2
"2012-07-10","158047",2
"2012-07-11","176153",2
"2012-07-12","183529",2
"2012-07-13","167320",2
"2012-07-14","244425",2
"2012-07-15","115795",2
"2012-07-16","154872",2
"2012-07-17","169587",2
"2012-07-18","170213",2
"2012-07-19","191852",2
"2012-07-20","182390",2
"2012-07-21","236906",2
"2012-07-22","109087",2
"2012-07-23","169817",2
"2012-07-24","163496",2
"2012-07-25","161610",2
"2012-07-26","171710",2
"2012-07-27","191383",2
"2012-07-28","205654",2
"2012-07-29","95930",2
"2012-07-30","158261",2
"2012-07-31","160651",2
"2012-08-01","158113",2
"2012-08-02","172318",2
"2012-08-03","170514",2
"2012-08-04","192424",2
"2012-08-05","95023",2
"2012-08-06","153825",2
"2012-08-07","146114",2
"2012-08-08","169339",2
"2012-08-09","170644",2
"2012-08-10","171725",2
"2012-08-11","187904",2
"2012-08-12","91403",2
"2012-08-13","153055",2
"2012-08-14","168597",2
"2012-08-15","150147",2
"2012-08-16","183229",2
"2012-08-17","170234",2
"2012-08-18","203191",2
"2012-08-19","88913",2
"2012-08-20","159540",2
"2012-08-21","161383",2
"2012-08-22","169200",2
"2012-08-23","170987",2
"2012-08-24","181461",2
"2012-08-25","186135",2
"2012-08-26","101235",2
"2012-08-27","99946",2
"2012-08-28","182913",2
"2012-08-29","146997",2
"2012-08-30","173058",2
"2012-08-31","204996",2
"2012-09-01","206732",2
"2012-09-02","97093",2
"2012-09-03","183319",2
"2012-09-04","168319",2
"2012-09-05","161043",2
"2012-09-06","162500",2
"2012-09-07","172105",2
"2012-09-08","203642",2
"2012-09-09","106111",2
"2012-09-10","151506",2
"2012-09-11","157483",2
"2012-09-12","142107",2
"2012-09-13","174928",2
"2012-09-14","169503",2
"2012-09-15","228579",2
"2012-09-16","110036",2
"2012-09-17","167992",2
"2012-09-18","171162",2
"2012-09-19","176182",2
"2012-09-20","169800",2
"2012-09-21","184202",2
"2012-09-22","260992",2
"2012-09-23","110741",2
"2012-09-24","125566",2
"2012-09-25","139601",2
"2012-09-26","158818",2
"2012-09-27","177859",2
"2012-09-28","189445",2
"2012-09-29","255439",2
"2012-09-30","108493",2
"2012-10-01","153368",2
"2012-10-02","158632",2
"2012-10-03","161026",2
"2012-10-04","170510",2
"2012-10-05","193475",2
"2012-10-06","244591",2
"2012-10-07","118154",2
"2012-10-08","144976",2
"2012-10-09","156909",2
"2012-10-10","165559",2
"2012-10-11","176203",2
"2012-10-12","179328",2
"2012-10-13","281582",2
"2012-10-14","116109",2
"2012-10-15","153667",2
"2012-10-16","141189",2
"2012-10-17","160431",2
"2012-10-18","168089",2
"2012-10-19","194455",2
"2012-10-20","286641",2
"2012-10-21","116526",2
"2012-10-22","141846",2
"2012-10-23","163072",2
"2012-10-24","162875",2
"2012-10-25","180383",2
"2012-10-26","194366",2
"2012-10-27","230217",2
"2012-10-28","110228",2
"2012-10-29","172583",2
"2012-10-30","188147",2
"2012-10-31","187825",2
"2012-11-01","190622",2
"2012-11-02","192913",2
"2012-11-03","221456",2
"2012-11-04","99036",2
"2012-11-05","153909",2
"2012-11-06","128700",2
"2012-11-07","146959",2
"2012-11-08","176024",2
"2012-11-09","161460",2
"2012-11-10","266709",2
"2012-11-11","117584",2
"2012-11-12","142527",2
"2012-11-13","165690",2
"2012-11-14","161561",2
"2012-11-15","172124",2
"2012-11-16","176904",2
"2012-11-17","262135",2
"2012-11-18","147312",2
"2012-11-19","137357",2
"2012-11-20","159979",2
"2012-11-21","151630",2
"2012-11-22","154444",2
"2012-11-23","182282",2
"2012-11-24","260407",2
"2012-11-25","122385",2
"2012-11-26","140530",2
"2012-11-27","144980",2
"2012-11-28","167309",2
"2012-11-29","188327",2
"2012-11-30","231568",2
"2012-12-01","338495",1
"2012-12-02","176599",2
"2012-12-03","175752",2
"2012-12-04","171888",2
"2012-12-05","183472",2
"2012-12-06","194807",2
"2012-12-07","201977",2
"2012-12-08","316443",1
"2012-12-09","155225",2
"2012-12-10","185337",2
"2012-12-11","201462",2
"2012-12-12","199363",2
"2012-12-13","200805",2
"2012-12-14","161980",2
"2012-12-15","320487",1
"2012-12-16","192206",2
"2012-12-17","207563",2
"2012-12-18","224274",2
"2012-12-19","226839",2
"2012-12-20","224738",2
"2012-12-21","275161",2
"2012-12-22","236174",2
"2012-12-23","195885",2
"2012-12-24","194516",2
"2012-12-25","4351",1
"2012-12-26","190130",2
"2012-12-27","247759",2
"2012-12-28","216241",2
"2012-12-29","187648",2
"2012-12-30","106423",2
"2012-12-31","147174",2
"2013-01-01","45364",1
"2013-01-02","167966",2
"2013-01-03","168006",2
"2013-01-04","174098",2
"2013-01-05","197591",2
"2013-01-06","92966",2
"2013-01-07","150467",2
"2013-01-08","146032",2
"2013-01-09","141849",2
"2013-01-10","156765",2
"2013-01-11","156986",2
"2013-01-12","185063",2
"2013-01-13","80144",2
"2013-01-14","118181",2
"2013-01-15","139327",2
"2013-01-16","134689",2
"2013-01-17","143730",2
"2013-01-18","125082",2
"2013-01-19","141411",2
"2013-01-20","75991",2
"2013-01-21","88052",2
"2013-01-22","124877",2
"2013-01-23","133859",2
"2013-01-24","147054",2
"2013-01-25","161496",2
"2013-01-26","187680",2
"2013-01-27","104796",2
"2013-01-28","146264",2
"2013-01-29","153764",2
"2013-01-30","139458",2
"2013-01-31","159035",2
"2013-02-01","184180",2
"2013-02-02","238751",2
"2013-02-03","108277",2
"2013-02-04","134064",2
"2013-02-05","133332",2
"2013-02-06","159141",2
"2013-02-07","175272",2
"2013-02-08","183350",2
"2013-02-09","245690",2
"2013-02-10","92752",2
"2013-02-11","156709",2
"2013-02-12","178862",2
"2013-02-13","138668",2
"2013-02-14","188121",2
"2013-02-15","178724",2
"2013-02-16","239014",2
"2013-02-17","110469",2
"2013-02-18","179662",2
"2013-02-19","202410",2
"2013-02-20","184642",2
"2013-02-21","193998",2
"2013-02-22","219287",2
"2013-02-23","216312",2
"2013-02-24","99404",2
"2013-02-25","150749",2
"2013-02-26","162833",2
"2013-02-27","185133",2
"2013-02-28","199121",2
"2013-03-01","193233",2
"2013-03-02","281374",2
"2013-03-03","118580",2
"2013-03-04","158350",2
"2013-03-05","171313",2
"2013-03-06","168718",2
"2013-03-07","174756",2
"2013-03-08","175243",2
"2013-03-09","234936",2
"2013-03-10","94619",2
"2013-03-11","140951",2
"2013-03-12","170443",2
"2013-03-13","179440",2
"2013-03-14","186444",2
"2013-03-15","187066",2
"2013-03-16","246631",2
"2013-03-17","122986",2
"2013-03-18","156747",2
"2013-03-19","188177",2
"2013-03-20","172644",2
"2013-03-21","279473",2
"2013-03-22","139153",2
"2013-03-23","164782",2
"2013-03-24","135830",2
"2013-03-25","170726",2
"2013-03-26","183569",2
"2013-03-27","174466",2
"2013-03-28","247554",2
"2013-03-29","312763",1
"2013-03-30","341037",1
"2013-03-31","65148",2
"2013-04-01","179511",2
"2013-04-02","232990",2
"2013-04-03","206321",2
"2013-04-04","230435",2
"2013-04-05","211404",2
"2013-04-06","250629",2
"2013-04-07","120647",2
"2013-04-08","191529",2
"2013-04-09","202993",2
"2013-04-10","220163",2
"2013-04-11","192573",2
"2013-04-12","189236",2
"2013-04-13","239775",2
"2013-04-14","116990",2
"2013-04-15","183221",2
"2013-04-16","180650",2
"2013-04-17","167930",2
"2013-04-18","161408",2
"2013-04-19","185926",2
"2013-04-20","284812",2
"2013-04-21","117436",2
"2013-04-22","188124",2
"2013-04-23","182741",2
"2013-04-24","161232",2
"2013-04-25","166426",2
"2013-04-26","206870",2
"2013-04-27","281226",2
"2013-04-28","125494",2
"2013-04-29","161858",2
"2013-04-30","174890",2
"2013-05-01","174136",2
"2013-05-02","197971",2
"2013-05-03","186086",2
"2013-05-04","280372",2
"2013-05-05","155959",2
"2013-05-06","154082",2
"2013-05-07","174720",2
"2013-05-08","152866",2
"2013-05-09","145303",2
"2013-05-10","161120",2
"2013-05-11","230911",2
"2013-05-12","105615",2
"2013-05-13","142265",2
"2013-05-14","156857",2
"2013-05-15","149256",2
"2013-05-16","175878",2
"2013-05-17","174107",2
"2013-05-18","212700",2
"2013-05-19","123878",2
"2013-05-20","151427",2
"2013-05-21","169521",2
"2013-05-22","168898",2
"2013-05-23","169113",2
"2013-05-24","163008",2
"2013-05-25","275159",2
"2013-05-26","152419",2
"2013-05-27","170375",2
"2013-05-28","185962",2
"2013-05-29","171404",2
"2013-05-30","185455",2
"2013-05-31","224071",2
"2013-06-01","242948",2
"2013-06-02","119760",2
"2013-06-03","177066",2
"2013-06-04","169235",2
"2013-06-05","167843",2
"2013-06-06","172376",2
"2013-06-07","171166",2
"2013-06-08","225157",2
"2013-06-09","115995",2
"2013-06-10","142477",2
"2013-06-11","149584",2
"2013-06-12","166470",2
"2013-06-13","161202",2
"2013-06-14","175839",2
"2013-06-15","233434",2
"2013-06-16","107556",2
"2013-06-17","152901",2
"2013-06-18","176099",2
"2013-06-19","171218",2
"2013-06-20","161039",2
"2013-06-21","165113",2
"2013-06-22","219809",2
"2013-06-23","110979",2
"2013-06-24","149908",2
"2013-06-25","163398",2
"2013-06-26","160307",2
"2013-06-27","149909",2
"2013-06-28","161140",2
"2013-06-29","252450",2
"2013-06-30","127512",2
"2013-07-01","157528",2
"2013-07-02","143319",2
"2013-07-03","155828",2
"2013-07-04","154236",2
"2013-07-05","176884",2
"2013-07-06","226024",2
"2013-07-07","105674",2
"2013-07-08","154918",2
"2013-07-09","147221",2
"2013-07-10","157911",2
"2013-07-11","159259",2
"2013-07-12","166382",2
"2013-07-13","196345",2
"2013-07-14","108007",2
"2013-07-15","137297",2
"2013-07-16","138287",2
"2013-07-17","148803",2
"2013-07-18","160922",2
"2013-07-19","168584",2
"2013-07-20","218621",2
"2013-07-21","105844",2
"2013-07-22","149860",2
"2013-07-23","142033",2
"2013-07-24","155590",2
"2013-07-25","161136",2
"2013-07-26","167982",2
"2013-07-27","195001",2
"2013-07-28","96437",2
"2013-07-29","135160",2
"2013-07-30","150684",2
"2013-07-31","152442",2
"2013-08-01","152847",2
"2013-08-02","168949",2
"2013-08-03","209095",2
"2013-08-04","110934",2
"2013-08-05","138921",2
"2013-08-06","161735",2
"2013-08-07","176283",2
"2013-08-08","168570",2
"2013-08-09","160974",2
"2013-08-10","196419",2
"2013-08-11","93821",2
"2013-08-12","146968",2
"2013-08-13","169277",2
"2013-08-14","156340",2
"2013-08-15","168450",2
"2013-08-16","156085",2
"2013-08-17","181654",2
"2013-08-18","95993",2
"2013-08-19","150425",2
"2013-08-20","161443",2
"2013-08-21","173404",2
"2013-08-22","169322",2
"2013-08-23","170485",2
"2013-08-24","184780",2
"2013-08-25","124855",2
"2013-08-26","118608",2
"2013-08-27","166548",2
"2013-08-28","159996",2
"2013-08-29","174319",2
"2013-08-30","190447",2
"2013-08-31","206667",2
"2013-09-01","102201",2
"2013-09-02","170087",2
"2013-09-03","158459",2
"2013-09-04","169852",2
"2013-09-05","167031",2
"2013-09-06","140702",2
"2013-09-07","206476",2
"2013-09-08","108288",2
"2013-09-09","151692",2
"2013-09-10","155812",2
"2013-09-11","136405",2
"2013-09-12","160085",2
"2013-09-13","162502",2
"2013-09-14","234349",2
"2013-09-15","98068",2
"2013-09-16","142913",2
"2013-09-17","161778",2
"2013-09-18","161842",2
"2013-09-19","152503",2
"2013-09-20","179761",2
"2013-09-21","253522",2
"2013-09-22","124759",2
"2013-09-23","147901",2
"2013-09-24","156805",2
"2013-09-25","168565",2
"2013-09-26","169602",2
"2013-09-27","197878",2
"2013-09-28","264802",2
"2013-09-29","111569",2
"2013-09-30","167317",2
"2013-10-01","171860",2
"2013-10-02","140724",2
"2013-10-03","153047",2
"2013-10-04","181987",2
"2013-10-05","261245",2
"2013-10-06","114687",2
"2013-10-07","145446",2
"2013-10-08","155152",2
"2013-10-09","152388",2
"2013-10-10","161856",2
"2013-10-11","169217",2
"2013-10-12","234502",2
"2013-10-13","103291",2
"2013-10-14","127890",2
"2013-10-15","150409",2
"2013-10-16","126760",2
"2013-10-17","167431",2
"2013-10-18","167647",2
"2013-10-19","250200",2
"2013-10-20","113223",2
"2013-10-21","110360",2
"2013-10-22","125275",2
"2013-10-23","148649",2
"2013-10-24","171556",2
"2013-10-25","182646",2
"2013-10-26","257914",2
"2013-10-27","115975",2
"2013-10-28","145462",2
"2013-10-29","179342",2
"2013-10-30","195667",2
"2013-10-31","207631",2
"2013-11-01","180352",2
"2013-11-02","203845",2
"2013-11-03","111860",2
"2013-11-04","152503",2
"2013-11-05","126886",2
"2013-11-06","141304",2
"2013-11-07","193441",2
"2013-11-08","176732",2
"2013-11-09","239467",2
"2013-11-10","129561",2
"2013-11-11","129194",2
"2013-11-12","161176",2
"2013-11-13","165199",2
"2013-11-14","173205",2
"2013-11-15","201465",2
"2013-11-16","345594",1
"2013-11-17","162311",2
"2013-11-18","135241",2
"2013-11-19","148485",2
"2013-11-20","139480",2
"2013-11-21","158881",2
"2013-11-22","192892",2
"2013-11-23","269308",2
"2013-11-24","148555",2
"2013-11-25","155045",2
"2013-11-26","157932",2
"2013-11-27","168132",2
"2013-11-28","183729",2
"2013-11-29","229986",2
"2013-11-30","393305",1
"2013-12-01","171399",2
"2013-12-02","185648",2
"2013-12-03","180270",2
"2013-12-04","190466",2
"2013-12-05","146065",2
"2013-12-06","224665",2
"2013-12-07","326943",1
"2013-12-08","158179",2
"2013-12-09","180964",2
"2013-12-10","204172",2
"2013-12-11","190232",2
"2013-12-12","195531",2
"2013-12-13","217166",2
"2013-12-14","334773",1
"2013-12-15","185296",2
"2013-12-16","197145",2
"2013-12-17","211962",2
"2013-12-18","194023",2
"2013-12-19","206853",2
"2013-12-20","230714",2
"2013-12-21","303925",1
"2013-12-22","187621",2
"2013-12-23","223284",2
"2013-12-24","193329",2
"2013-12-25","5040",1
"2013-12-26","218474",2
"2013-12-27","223977",2
"2013-12-28","231500",2
"2013-12-29","117577",2
"2013-12-30","162927",2
"2013-12-31","145018",2
"2014-01-01","34198",1
"2014-01-02","162804",2
"2014-01-03","146782",2
"2014-01-04","176300",2
"2014-01-05","76007",2
"2014-01-06","118319",2
"2014-01-07","139982",2
"2014-01-08","119888",2
"2014-01-09","131541",2
"2014-01-10","144141",2
"2014-01-11","177367",2
"2014-01-12","82680",2
"2014-01-13","125018",2
"2014-01-14","129259",2
"2014-01-15","137299",2
"2014-01-16","135425",2
"2014-01-17","135605",2
"2014-01-18","164434",2
"2014-01-19","80918",2
"2014-01-20","128127",2
"2014-01-21","124628",2
"2014-01-22","124472",2
"2014-01-23","141443",2
"2014-01-24","139687",2
"2014-01-25","185574",2
"2014-01-26","82972",2
"2014-01-27","138671",2
"2014-01-28","128606",2
"2014-01-29","136948",2
"2014-01-30","144287",2
"2014-01-31",NA,0
"2014-02-01",NA,0
"2014-02-02",NA,0
"2014-02-03","137967",2
"2014-02-04","137408",2
"2014-02-05","126856",2
"2014-02-06","150874",2
"2014-02-07","178612",2
"2014-02-08","235363",2
"2014-02-09","101865",2
"2014-02-10","153941",2
"2014-02-11","139224",2
"2014-02-12","118933",2
"2014-02-13","172527",2
"2014-02-14","153059",2
"2014-02-15","198310",2
"2014-02-16","109472",2
"2014-02-17","150754",2
"2014-02-18","178211",2
"2014-02-19","189042",2
"2014-02-20","168466",2
"2014-02-21","190179",2
"2014-02-22","238848",2
"2014-02-23","110591",2
"2014-02-24","155081",2
"2014-02-25","153531",2
"2014-02-26","169663",2
"2014-02-27","172238",2
"2014-02-28","200046",2
"2014-03-01","258212",2
"2014-03-02","110435",2
"2014-03-03","146423",2
"2014-03-04","154273",2
"2014-03-05","159010",2
"2014-03-06","167726",2
"2014-03-07","162081",2
"2014-03-08","243981",2
"2014-03-09","131576",2
"2014-03-10","160244",2
"2014-03-11","152099",2
"2014-03-12","165513",2
"2014-03-13","175001",2
"2014-03-14","182083",2
"2014-03-15","242784",2
"2014-03-16","130663",2
"2014-03-17","161910",2
"2014-03-18","153619",2
"2014-03-19","159659",2
"2014-03-20","192949",2
"2014-03-21","167877",2
"2014-03-22","249093",2
"2014-03-23","118482",2
"2014-03-24","153817",2
"2014-03-25","158072",2
"2014-03-26","184337",2
"2014-03-27","172617",2
"2014-03-28","204374",2
"2014-03-29","275729",2
"2014-03-30","121262",2
"2014-03-31","155073",2
"2014-04-01","158365",2
"2014-04-02","156954",2
"2014-04-03","176234",2
"2014-04-04","178399",2
"2014-04-05","226539",2
"2014-04-06","112337",2
"2014-04-07","148243",2
"2014-04-08","164410",2
"2014-04-09","176562",2
"2014-04-10","186888",2
"2014-04-11","193036",2
"2014-04-12","220941",2
"2014-04-13","113000",2
"2014-04-14","180315",2
"2014-04-15","179143",2
"2014-04-16","182919",2
"2014-04-17","181951",2
"2014-04-18","179655",2
"2014-04-19","217751",2
"2014-04-20","58530",2
"2014-04-21","145792",2
"2014-04-22","166615",2
"2014-04-23","166328",2
"2014-04-24","172791",2
"2014-04-25","179303",2
"2014-04-26","241907",2
"2014-04-27","123423",2
"2014-04-28","174226",2
"2014-04-29","182465",2
"2014-04-30","186485",2
"2014-05-01","160634",2
"2014-05-02","186443",2
"2014-05-03","276737",2
"2014-05-04","150831",2
"2014-05-05","138076",2
"2014-05-06","171069",2
"2014-05-07","148336",2
"2014-05-08","145909",2
"2014-05-09","175467",2
"2014-05-10","224641",2
"2014-05-11","114464",2
"2014-05-12","158561",2
"2014-05-13","166733",2
"2014-05-14","179965",2
"2014-05-15","184004",2
"2014-05-16","203302",2
"2014-05-17",NA,0
"2014-05-18","130647",2
"2014-05-19","164241",2
"2014-05-20","157941",2
"2014-05-21","183786",2
"2014-05-22","153463",2
"2014-05-23","179019",2
"2014-05-24","213775",2
"2014-05-25","135248",2
"2014-05-26","171591",2
"2014-05-27","207666",2
"2014-05-28","165814",2
"2014-05-29","190160",2
"2014-05-30","235280",2
"2014-05-31","265500",2
"2014-06-01","126322",2
"2014-06-02","181644",2
"2014-06-03","169777",2
"2014-06-04","166456",2
"2014-06-05","170842",2
"2014-06-06","207521",2
"2014-06-07","208707",2
"2014-06-08","131377",2
"2014-06-09","146948",2
"2014-06-10","174124",2
"2014-06-11","183568",2
"2014-06-12","185378",2
"2014-06-13","193919",2
"2014-06-14","252321",2
"2014-06-15","114912",2
"2014-06-16","169749",2
"2014-06-17","188974",2
"2014-06-18","187631",2
"2014-06-19","174610",2
"2014-06-20","191279",2
"2014-06-21","257773",2
"2014-06-22","131239",2
"2014-06-23","170389",2
"2014-06-24","156221",2
"2014-06-25","169579",2
"2014-06-26","170162",2
"2014-06-27","177618",2
"2014-06-28","248552",2
"2014-06-29","129651",2
"2014-06-30","177944",2
"2014-07-01","161486",2
"2014-07-02","179295",2
"2014-07-03","185492",2
"2014-07-04","176511",2
"2014-07-05","346180",1
"2014-07-06","113703",2
"2014-07-07","171375",2
"2014-07-08","154301",2
"2014-07-09","184235",2
"2014-07-10","197905",2
"2014-07-11","188149",2
"2014-07-12","242396",2
"2014-07-13","131365",2
"2014-07-14","158686",2
"2014-07-15","163072",2
"2014-07-16","167272",2
"2014-07-17","179559",2
"2014-07-18","175925",2
"2014-07-19","233049",2
"2014-07-20","129271",2
"2014-07-21","176694",2
"2014-07-22","168194",2
"2014-07-23","174961",2
"2014-07-24","178713",2
"2014-07-25","193520",2
"2014-07-26","227909",2
"2014-07-27","129642",2
"2014-07-28","159006",2
"2014-07-29","165925",2
"2014-07-30","172141",2
"2014-07-31","184851",2
"2014-08-01","168899",2
"2014-08-02","206385",2
"2014-08-03","141669",2
"2014-08-04","157915",2
"2014-08-05","173879",2
"2014-08-06","162219",2
"2014-08-07","182457",2
"2014-08-08","168352",2
"2014-08-09","217001",2
"2014-08-10","81786",2
"2014-08-11","153342",2
"2014-08-12","177274",2
"2014-08-13","140070",2
"2014-08-14","168801",2
"2014-08-15","163052",2
"2014-08-16","217273",2
"2014-08-17","111847",2
"2014-08-18","159720",2
"2014-08-19","169007",2
"2014-08-20","175942",2
"2014-08-21","166188",2
"2014-08-22","183619",2
"2014-08-23","191515",2
"2014-08-24","107161",2
"2014-08-25","100337",2
"2014-08-26","169847",2
"2014-08-27","172451",2
"2014-08-28","181046",2
"2014-08-29","189806",2
"2014-08-30","225701",2
"2014-08-31","111473",2
"2014-09-01","172346",2
"2014-09-02","184884",2
"2014-09-03","162017",2
"2014-09-04","173203",2
"2014-09-05","170678",2
"2014-09-06","207224",2
"2014-09-07","131500",2
"2014-09-08","156916",2
"2014-09-09","161456",2
"2014-09-10","168535",2
"2014-09-11","179273",2
"2014-09-12","186493",2
"2014-09-13","234865",2
"2014-09-14","116267",2
"2014-09-15","155806",2
"2014-09-16","164112",2
"2014-09-17","168240",2
"2014-09-18","168750",2
"2014-09-19","197831",2
"2014-09-20","256435",2
"2014-09-21","137825",2
"2014-09-22","188470",2
"2014-09-23","188665",2
"2014-09-24","196361",2
"2014-09-25","192016",2
"2014-09-26","224822",2
"2014-09-27","287484",2
"2014-09-28","149670",2
"2014-09-29","197723",2
"2014-09-30","197632",2
"2014-10-01","189515",2
"2014-10-02","197194",2
"2014-10-03","254706",2
"2014-10-04","261047",2
"2014-10-05","155370",2
"2014-10-06","137633",2
"2014-10-07","158828",2
"2014-10-08","164936",2
"2014-10-09","175613",2
"2014-10-10","210136",2
"2014-10-11","270590",2
"2014-10-12","133729",2
"2014-10-13","141350",2
"2014-10-14","150500",2
"2014-10-15","160822",2
"2014-10-16","173742",2
"2014-10-17","190917",2
"2014-10-18","268090",2
"2014-10-19","129412",2
"2014-10-20","146842",2
"2014-10-21","151312",2
"2014-10-22","164191",2
"2014-10-23","183059",2
"2014-10-24","211794",2
"2014-10-25","281290",2
"2014-10-26","146940",2
"2014-10-27","214602",2
"2014-10-28","205590",2
"2014-10-29","225210",2
"2014-10-30","223936",2
"2014-10-31","270781",2
"2014-11-01","270251",2
"2014-11-02","138834",2
"2014-11-03","163662",2
"2014-11-04","168156",2
"2014-11-05","166018",2
"2014-11-06","164480",2
"2014-11-07","173640",2
"2014-11-08","233843",2
"2014-11-09","144510",2
"2014-11-10","153856",2
"2014-11-11","158272",2
"2014-11-12","163645",2
"2014-11-13","199625",2
"2014-11-14","175784",2
"2014-11-15","307865",1
"2014-11-16","161663",2
"2014-11-17","159475",2
"2014-11-18","164140",2
"2014-11-19","179795",2
"2014-11-20","185022",2
"2014-11-21","201737",2
"2014-11-22","318237",1
"2014-11-23","175308",2
"2014-11-24","177535",2
"2014-11-25","183351",2
"2014-11-26","170368",2
"2014-11-27","180833",2
"2014-11-28","275287",2
"2014-11-29","374377",1
"2014-11-30","184057",2
"2014-12-01","201680",2
"2014-12-02","190158",2
"2014-12-03","200003",2
"2014-12-04","199567",2
"2014-12-05","237425",2
"2014-12-06","357633",1
"2014-12-07","178051",2
"2014-12-08","191754",2
"2014-12-09","185534",2
"2014-12-10","155127",2
"2014-12-11","178250",2
"2014-12-12","230802",2
"2014-12-13","320333",1
"2014-12-14","185331",2
"2014-12-15","197488",2
"2014-12-16","209250",2
"2014-12-17","207107",2
"2014-12-18","204475",2
"2014-12-19","241263",2
"2014-12-20","299064",1
"2014-12-21","179636",2
"2014-12-22","268586",2
"2014-12-23","248777",2
"2014-12-24","201434",2
"2014-12-25","5843",1
"2014-12-26","215989",2
"2014-12-27","235288",2
"2014-12-28","124068",2
"2014-12-29","197691",2
"2014-12-30","187955",2
"2014-12-31","168536",2
"2015-01-01","46056",1
"2015-01-02","180315",2
"2015-01-03","155585",2
"2015-01-04","89538",2
"2015-01-05","141639",2
"2015-01-06","145618",2
"2015-01-07","135597",2
"2015-01-08","144728",2
"2015-01-09","139411",2
"2015-01-10","186406",2
"2015-01-11","88850",2
"2015-01-12","130455",2
"2015-01-13","140079",2
"2015-01-14","136512",2
"2015-01-15","142516",2
"2015-01-16","148395",2
"2015-01-17","156420",2
"2015-01-18","87654",2
"2015-01-19","140485",2
"2015-01-20","143499",2
"2015-01-21","108806",2
"2015-01-22","155169",2
"2015-01-23","156493",2
"2015-01-24","209237",2
"2015-01-25","101147",2
"2015-01-26","151126",2
"2015-01-27","144263",2
"2015-01-28","122643",2
"2015-01-29","121530",2
"2015-01-30","166976",2
"2015-01-31","219558",2
"2015-02-01","113041",2
"2015-02-02","148246",2
"2015-02-03","152279",2
"2015-02-04","155704",2
"2015-02-05","146715",2
"2015-02-06","165966",2
"2015-02-07","232756",2
"2015-02-08","109666",2
"2015-02-09","139794",2
"2015-02-10","140143",2
"2015-02-11","156019",2
"2015-02-12","164121",2
"2015-02-13","173204",2
"2015-02-14","227492",2
"2015-02-15","116083",2
"2015-02-16","173709",2
"2015-02-17","182574",2
"2015-02-18","194542",2
"2015-02-19","163723",2
"2015-02-20","200489",2
"2015-02-21","215859",2
"2015-02-22","95120",2
"2015-02-23","142621",2
"2015-02-24","145360",2
"2015-02-25","162227",2
"2015-02-26","149100",2
"2015-02-27","203490",2
"2015-02-28","266291",2
"2015-03-01","102082",2
"2015-03-02","131382",2
"2015-03-03","139288",2
"2015-03-04","171750",2
"2015-03-05","176491",2
"2015-03-06","197412",2
"2015-03-07","267970",2
"2015-03-08","119704",2
"2015-03-09","145393",2
"2015-03-10","178371",2
"2015-03-11","167509",2
"2015-03-12","185677",2
"2015-03-13","195359",2
"2015-03-14","248836",2
"2015-03-15","117031",2
"2015-03-16","142441",2
"2015-03-17","161453",2
"2015-03-18","163122",2
"2015-03-19","166787",2
"2015-03-20","187602",2
"2015-03-21","237523",2
"2015-03-22","122919",2
"2015-03-23","140938",2
"2015-03-24","140185",2
"2015-03-25","161395",2
"2015-03-26","145159",2
"2015-03-27","189101",2
"2015-03-28","216828",2
"2015-03-29","97783",2
"2015-03-30","152894",2
"2015-03-31","142529",2
"2015-04-01","169075",2
"2015-04-02","200308",2
"2015-04-03","160691",2
"2015-04-04","219627",2
"2015-04-05","76229",2
"2015-04-06","141136",2
"2015-04-07","181232",2
"2015-04-08","183378",2
"2015-04-09","193727",2
"2015-04-10","196973",2
"2015-04-11","208376",2
"2015-04-12","105173",2
"2015-04-13","172282",2
"2015-04-14","157534",2
"2015-04-15","171664",2
"2015-04-16","173027",2
"2015-04-17","190346",2
"2015-04-18","223814",2
"2015-04-19","112274",2
"2015-04-20","165645",2
"2015-04-21","174011",2
"2015-04-22","180252",2
"2015-04-23","183840",2
"2015-04-24","207650",2
"2015-04-25","244500",2
"2015-04-26","132087",2
"2015-04-27","160683",2
"2015-04-28","155123",2
"2015-04-29","156963",2
"2015-04-30","161547",2
"2015-05-01","189918",2
"2015-05-02","239159",2
"2015-05-03","121895",2
"2015-05-04","156615",2
"2015-05-05","149651",2
"2015-05-06","133396",2
"2015-05-07","163220",2
"2015-05-08","163427",2
"2015-05-09","220573",2
"2015-05-10","130498",2
"2015-05-11","163681",2
"2015-05-12","160132",2
"2015-05-13","159284",2
"2015-05-14","163150",2
