Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour3,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,,Hour
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,00:00,197,0,197,197,0,197,,0
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,01:00,195,0,195,195,0,195,,1
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,02:00,279,0,279,279,0,279,,2
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,03:00,232,0,232,232,0,232,,3
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,04:00,213,0,213,213,0,213,,4
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,05:00,92,0,92,92,0,92,,5
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,06:00,82,0,82,82,0,82,,6
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,07:00,46,0,46,46,0,46,,7
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,08:00,135,0,135,135,0,135,,8
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,09:00,602,0,602,602,0,602,,9
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,10:00,1219,0,1219,1219,0,1219,,10
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,11:00,1887,0,1887,1887,0,1887,,11
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,12:00,2556,0,2556,2556,0,2556,,12
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,13:00,2649,0,2649,2649,0,2649,,13
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,14:00,2803,0,2803,2803,0,2803,,14
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,15:00,2267,0,2267,2267,0,2267,,15
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,16:00,1723,0,1723,1723,0,1723,,16
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,17:00,1195,0,1195,1195,0,1195,,17
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,18:00,740,0,740,740,0,740,,18
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,19:00,478,0,478,478,0,478,,19
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,20:00,414,0,414,414,0,414,,20
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,21:00,310,0,310,310,0,310,,21
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,22:00,372,0,372,372,0,372,,22
Leeds,Albion Street North,2017,March,13,Saturday,2017-04-01,23:00,433,0,433,433,0,433,,23
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,00:00,30,0,30,30,0,30,,0
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,01:00,242,0,242,242,0,242,,1
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,02:00,192,0,192,192,0,192,,2
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,03:00,189,0,189,189,0,189,,3
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,04:00,140,0,140,140,0,140,,4
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,05:00,78,0,78,78,0,78,,5
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,06:00,59,0,59,59,0,59,,6
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,07:00,0,0,0,0,0,0,,7
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,08:00,38,0,38,38,0,38,,8
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,09:00,167,0,167,167,0,167,,9
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,10:00,425,0,425,425,0,425,,10
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,11:00,1332,0,1332,1332,0,1332,,11
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,12:00,1190,0,1190,1190,0,1190,,12
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,13:00,1372,0,1372,1372,0,1372,,13
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,14:00,1436,0,1436,1436,0,1436,,14
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,15:00,1157,0,1157,1157,0,1157,,15
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,16:00,788,0,788,788,0,788,,16
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,17:00,397,0,397,397,0,397,,17
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,18:00,349,0,349,349,0,349,,18
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,19:00,277,0,277,277,0,277,,19
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,20:00,257,0,257,257,0,257,,20
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,21:00,146,0,146,146,0,146,,21
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,22:00,177,0,177,177,0,177,,22
Leeds,Albion Street North,2017,March,13,Sunday,2017-04-02,23:00,87,0,87,87,0,87,,23
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,00:00,0,0,0,0,0,0,,0
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,05:00,0,0,0,0,0,0,,5
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,06:00,0,0,0,0,0,0,,6
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,07:00,112,0,112,112,0,112,,7
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,08:00,586,0,586,586,0,586,,8
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,09:00,629,0,629,629,0,629,,9
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,10:00,1166,0,1166,1166,0,1166,,10
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,11:00,1997,0,1997,1997,0,1997,,11
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,12:00,2732,0,2732,2732,0,2732,,12
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,13:00,2534,0,2534,2534,0,2534,,13
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,14:00,1696,0,1696,1696,0,1696,,14
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,15:00,1833,0,1833,1833,0,1833,,15
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,16:00,1214,0,1214,1214,0,1214,,16
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,17:00,1143,0,1143,1143,0,1143,,17
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,18:00,696,0,696,696,0,696,,18
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,19:00,407,0,407,407,0,407,,19
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,20:00,191,0,191,191,0,191,,20
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,21:00,114,0,114,114,0,114,,21
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,22:00,89,0,89,89,0,89,,22
Leeds,Albion Street North,2017,April,14,Monday,2017-04-03,23:00,44,0,44,44,0,44,,23
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,00:00,9,0,9,9,0,9,,0
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,01:00,1,0,1,1,0,1,,1
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,04:00,4,0,4,4,0,4,,4
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,05:00,23,0,23,23,0,23,,5
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,06:00,55,0,55,55,0,55,,6
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,07:00,193,0,193,193,0,193,,7
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,08:00,795,0,795,795,0,795,,8
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,09:00,1028,0,1028,1028,0,1028,,9
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,10:00,1498,0,1498,1498,0,1498,,10
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,11:00,1689,0,1689,1689,0,1689,,11
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,12:00,1593,0,1593,1593,0,1593,,12
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,13:00,1194,0,1194,1194,0,1194,,13
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,14:00,817,0,817,817,0,817,,14
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,15:00,855,0,855,855,0,855,,15
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,16:00,813,0,813,813,0,813,,16
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,17:00,806,0,806,806,0,806,,17
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,18:00,465,0,465,465,0,465,,18
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,19:00,212,0,212,212,0,212,,19
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,20:00,97,0,97,97,0,97,,20
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,21:00,53,0,53,53,0,53,,21
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,22:00,76,0,76,76,0,76,,22
Leeds,Albion Street North,2017,April,14,Tuesday,2017-04-04,23:00,84,0,84,84,0,84,,23
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,00:00,16,0,16,16,0,16,,0
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,01:00,13,0,13,13,0,13,,1
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,02:00,100,0,100,100,0,100,,2
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,03:00,83,0,83,83,0,83,,3
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,04:00,90,0,90,90,0,90,,4
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,05:00,70,0,70,70,0,70,,5
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,06:00,16,0,16,16,0,16,,6
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,07:00,114,0,114,114,0,114,,7
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,08:00,491,0,491,491,0,491,,8
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,09:00,375,0,375,375,0,375,,9
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,10:00,555,0,555,555,0,555,,10
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,11:00,991,0,991,991,0,991,,11
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,12:00,1721,0,1721,1721,0,1721,,12
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,13:00,1981,0,1981,1981,0,1981,,13
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,14:00,1571,0,1571,1571,0,1571,,14
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,15:00,1235,0,1235,1235,0,1235,,15
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,16:00,865,0,865,865,0,865,,16
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,17:00,855,0,855,855,0,855,,17
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,18:00,533,0,533,533,0,533,,18
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,19:00,365,0,365,365,0,365,,19
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,20:00,176,0,176,176,0,176,,20
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,21:00,156,0,156,156,0,156,,21
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,22:00,122,0,122,122,0,122,,22
Leeds,Albion Street North,2017,April,14,Wednesday,2017-04-05,23:00,79,0,79,79,0,79,,23
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,00:00,187,0,187,187,0,187,,0
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,01:00,198,0,198,198,0,198,,1
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,02:00,280,0,280,280,0,280,,2
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,03:00,273,0,273,273,0,273,,3
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,04:00,269,0,269,269,0,269,,4
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,05:00,172,0,172,172,0,172,,5
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,06:00,45,0,45,45,0,45,,6
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,07:00,56,0,56,56,0,56,,7
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,08:00,408,0,408,408,0,408,,8
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,09:00,498,0,498,498,0,498,,9
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,10:00,767,0,767,767,0,767,,10
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,11:00,1136,0,1136,1136,0,1136,,11
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,12:00,2071,0,2071,2071,0,2071,,12
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,13:00,2643,0,2643,2643,0,2643,,13
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,14:00,2031,0,2031,2031,0,2031,,14
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,15:00,1555,0,1555,1555,0,1555,,15
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,16:00,1080,0,1080,1080,0,1080,,16
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,17:00,1228,0,1228,1228,0,1228,,17
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,18:00,970,0,970,970,0,970,,18
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,19:00,708,0,708,708,0,708,,19
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,20:00,496,0,496,496,0,496,,20
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,21:00,421,0,421,421,0,421,,21
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,22:00,446,0,446,446,0,446,,22
Leeds,Albion Street North,2017,April,14,Thursday,2017-04-06,23:00,425,0,425,425,0,425,,23
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,00:00,0,0,0,0,0,0,,0
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,05:00,3,0,3,3,0,3,,5
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,06:00,1,0,1,1,0,1,,6
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,07:00,91,0,91,91,0,91,,7
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,08:00,577,0,577,577,0,577,,8
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,09:00,664,0,664,664,0,664,,9
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,10:00,1074,0,1074,1074,0,1074,,10
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,11:00,1717,0,1717,1717,0,1717,,11
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,12:00,2543,0,2543,2543,0,2543,,12
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,13:00,2819,0,2819,2819,0,2819,,13
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,14:00,2266,0,2266,2266,0,2266,,14
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,15:00,1704,0,1704,1704,0,1704,,15
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,16:00,1208,0,1208,1208,0,1208,,16
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,17:00,1026,0,1026,1026,0,1026,,17
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,18:00,773,0,773,773,0,773,,18
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,19:00,638,0,638,638,0,638,,19
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,20:00,357,0,357,357,0,357,,20
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,21:00,256,0,256,256,0,256,,21
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,22:00,365,0,365,365,0,365,,22
Leeds,Albion Street North,2017,April,14,Friday,2017-04-07,23:00,168,0,168,168,0,168,,23
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,00:00,199,0,199,199,0,199,,0
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,01:00,197,0,197,197,0,197,,1
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,02:00,282,0,282,282,0,282,,2
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,03:00,235,0,235,235,0,235,,3
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,04:00,215,0,215,215,0,215,,4
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,05:00,92,0,92,92,0,92,,5
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,06:00,82,0,82,82,0,82,,6
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,07:00,47,0,47,47,0,47,,7
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,08:00,136,0,136,136,0,136,,8
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,09:00,610,0,610,610,0,610,,9
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,10:00,1235,0,1235,1235,0,1235,,10
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,11:00,1911,0,1911,1911,0,1911,,11
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,12:00,2590,0,2590,2590,0,2590,,12
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,13:00,2682,0,2682,2682,0,2682,,13
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,14:00,2839,0,2839,2839,0,2839,,14
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,15:00,2296,0,2296,2296,0,2296,,15
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,16:00,1745,0,1745,1745,0,1745,,16
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,17:00,1210,0,1210,1210,0,1210,,17
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,18:00,749,0,749,749,0,749,,18
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,19:00,484,0,484,484,0,484,,19
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,20:00,419,0,419,419,0,419,,20
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,21:00,314,0,314,314,0,314,,21
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,22:00,376,0,376,376,0,376,,22
Leeds,Albion Street North,2017,April,14,Saturday,2017-04-08,23:00,439,0,439,439,0,439,,23
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,00:00,24,0,24,24,0,24,,0
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,01:00,199,0,199,199,0,199,,1
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,02:00,158,0,158,158,0,158,,2
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,03:00,156,0,156,156,0,156,,3
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,04:00,115,0,115,115,0,115,,4
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,05:00,64,0,64,64,0,64,,5
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,06:00,48,0,48,48,0,48,,6
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,07:00,0,0,0,0,0,0,,7
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,08:00,31,0,31,31,0,31,,8
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,09:00,137,0,137,137,0,137,,9
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,10:00,351,0,351,351,0,351,,10
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,11:00,1100,0,1100,1100,0,1100,,11
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,12:00,984,0,984,984,0,984,,12
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,13:00,1135,0,1135,1135,0,1135,,13
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,14:00,1187,0,1187,1187,0,1187,,14
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,15:00,956,0,956,956,0,956,,15
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,16:00,651,0,651,651,0,651,,16
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,17:00,328,0,328,328,0,328,,17
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,18:00,289,0,289,289,0,289,,18
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,19:00,229,0,229,229,0,229,,19
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,20:00,213,0,213,213,0,213,,20
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,21:00,121,0,121,121,0,121,,21
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,22:00,147,0,147,147,0,147,,22
Leeds,Albion Street North,2017,April,14,Sunday,2017-04-09,23:00,72,0,72,72,0,72,,23
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,00:00,0,0,0,0,0,0,,0
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,05:00,0,0,0,0,0,0,,5
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,06:00,0,0,0,0,0,0,,6
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,07:00,115,0,115,115,0,115,,7
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,08:00,602,0,602,602,0,602,,8
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,09:00,646,0,646,646,0,646,,9
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,10:00,1199,0,1199,1199,0,1199,,10
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,11:00,2053,0,2053,2053,0,2053,,11
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,12:00,2809,0,2809,2809,0,2809,,12
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,13:00,2606,0,2606,2606,0,2606,,13
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,14:00,1744,0,1744,1744,0,1744,,14
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,15:00,1884,0,1884,1884,0,1884,,15
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,16:00,1248,0,1248,1248,0,1248,,16
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,17:00,1176,0,1176,1176,0,1176,,17
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,18:00,716,0,716,716,0,716,,18
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,19:00,419,0,419,419,0,419,,19
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,20:00,197,0,197,197,0,197,,20
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,21:00,117,0,117,117,0,117,,21
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,22:00,91,0,91,91,0,91,,22
Leeds,Albion Street North,2017,April,15,Monday,2017-04-10,23:00,45,0,45,45,0,45,,23
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,00:00,9,0,9,9,0,9,,0
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,04:00,4,0,4,4,0,4,,4
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,05:00,22,0,22,22,0,22,,5
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,06:00,54,0,54,54,0,54,,6
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,07:00,189,0,189,189,0,189,,7
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,08:00,781,0,781,781,0,781,,8
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,09:00,1011,0,1011,1011,0,1011,,9
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,10:00,1473,0,1473,1473,0,1473,,10
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,11:00,1661,0,1661,1661,0,1661,,11
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,12:00,1567,0,1567,1567,0,1567,,12
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,13:00,1174,0,1174,1174,0,1174,,13
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,14:00,803,0,803,803,0,803,,14
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,15:00,841,0,841,841,0,841,,15
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,16:00,799,0,799,799,0,799,,16
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,17:00,793,0,793,793,0,793,,17
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,18:00,457,0,457,457,0,457,,18
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,19:00,209,0,209,209,0,209,,19
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,20:00,95,0,95,95,0,95,,20
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,21:00,52,0,52,52,0,52,,21
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,22:00,75,0,75,75,0,75,,22
Leeds,Albion Street North,2017,April,15,Tuesday,2017-04-11,23:00,83,0,83,83,0,83,,23
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,00:00,14,0,14,14,0,14,,0
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,01:00,11,0,11,11,0,11,,1
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,02:00,93,0,93,93,0,93,,2
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,03:00,77,0,77,77,0,77,,3
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,04:00,84,0,84,84,0,84,,4
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,05:00,65,0,65,65,0,65,,5
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,06:00,15,0,15,15,0,15,,6
Leeds,Albion Street North,2017,April,15,Wednesday,2017-04-12,07:00,106,0,106,106,0,106,,7
