Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour3,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,,Hour
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,12:00,2375,0,2375,2375,0,2375,,12
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,13:00,2460,0,2460,2460,0,2460,,13
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,14:00,2604,0,2604,2604,0,2604,,14
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,15:00,2106,0,2106,2106,0,2106,,15
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,16:00,1600,0,1600,1600,0,1600,,16
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,17:00,1110,0,1110,1110,0,1110,,17
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,18:00,687,0,687,687,0,687,,18
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,19:00,444,0,444,444,0,444,,19
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,20:00,384,0,384,384,0,384,,20
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,21:00,288,0,288,288,0,288,,21
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,22:00,344,0,344,344,0,344,,22
Leeds,Albion Street North,2017,April,16,Saturday,2017-04-22,23:00,402,0,402,402,0,402,,23
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,00:00,24,0,24,24,0,24,,0
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,01:00,208,0,208,208,0,208,,1
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,02:00,164,0,164,164,0,164,,2
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,03:00,162,0,162,162,0,162,,3
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,04:00,119,0,119,119,0,119,,4
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,05:00,66,0,66,66,0,66,,5
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,06:00,49,0,49,49,0,49,,6
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,07:00,0,0,0,0,0,0,,7
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,08:00,31,0,31,31,0,31,,8
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,09:00,143,0,143,143,0,143,,9
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,10:00,365,0,365,365,0,365,,10
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,11:00,1148,0,1148,1148,0,1148,,11
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,12:00,1028,0,1028,1028,0,1028,,12
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,13:00,1185,0,1185,1185,0,1185,,13
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,14:00,1240,0,1240,1240,0,1240,,14
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,15:00,998,0,998,998,0,998,,15
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,16:00,680,0,680,680,0,680,,16
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,17:00,343,0,343,343,0,343,,17
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,18:00,301,0,301,301,0,301,,18
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,19:00,240,0,240,240,0,240,,19
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,20:00,222,0,222,222,0,222,,20
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,21:00,126,0,126,126,0,126,,21
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,22:00,153,0,153,153,0,153,,22
Leeds,Albion Street North,2017,April,16,Sunday,2017-04-23,23:00,75,0,75,75,0,75,,23
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,00:00,0,0,0,0,0,0,,0
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,05:00,0,0,0,0,0,0,,5
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,06:00,0,0,0,0,0,0,,6
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,07:00,99,0,99,99,0,99,,7
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,08:00,520,0,520,520,0,520,,8
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,09:00,559,0,559,559,0,559,,9
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,10:00,1038,0,1038,1038,0,1038,,10
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,11:00,1778,0,1778,1778,0,1778,,11
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,12:00,2434,0,2434,2434,0,2434,,12
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,13:00,2257,0,2257,2257,0,2257,,13
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,14:00,1511,0,1511,1511,0,1511,,14
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,15:00,1632,0,1632,1632,0,1632,,15
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,16:00,1082,0,1082,1082,0,1082,,16
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,17:00,1018,0,1018,1018,0,1018,,17
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,18:00,620,0,620,620,0,620,,18
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,19:00,363,0,363,363,0,363,,19
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,20:00,170,0,170,170,0,170,,20
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,21:00,101,0,101,101,0,101,,21
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,22:00,78,0,78,78,0,78,,22
Leeds,Albion Street North,2017,April,17,Monday,2017-04-24,23:00,38,0,38,38,0,38,,23
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,00:00,9,0,9,9,0,9,,0
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,04:00,4,0,4,4,0,4,,4
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,05:00,22,0,22,22,0,22,,5
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,06:00,55,0,55,55,0,55,,6
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,07:00,195,0,195,195,0,195,,7
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,08:00,807,0,807,807,0,807,,8
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,09:00,1044,0,1044,1044,0,1044,,9
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,10:00,1522,0,1522,1522,0,1522,,10
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,11:00,1716,0,1716,1716,0,1716,,11
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,12:00,1620,0,1620,1620,0,1620,,12
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,13:00,1214,0,1214,1214,0,1214,,13
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,14:00,831,0,831,831,0,831,,14
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,15:00,870,0,870,870,0,870,,15
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,16:00,827,0,827,827,0,827,,16
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,17:00,820,0,820,820,0,820,,17
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,18:00,473,0,473,473,0,473,,18
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,19:00,215,0,215,215,0,215,,19
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,20:00,98,0,98,98,0,98,,20
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,21:00,53,0,53,53,0,53,,21
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,22:00,77,0,77,77,0,77,,22
Leeds,Albion Street North,2017,April,17,Tuesday,2017-04-25,23:00,85,0,85,85,0,85,,23
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,00:00,14,0,14,14,0,14,,0
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,01:00,11,0,11,11,0,11,,1
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,02:00,97,0,97,97,0,97,,2
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,03:00,81,0,81,81,0,81,,3
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,04:00,88,0,88,88,0,88,,4
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,05:00,69,0,69,69,0,69,,5
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,06:00,15,0,15,15,0,15,,6
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,07:00,112,0,112,112,0,112,,7
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,08:00,484,0,484,484,0,484,,8
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,09:00,369,0,369,369,0,369,,9
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,10:00,548,0,548,548,0,548,,10
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,11:00,979,0,979,979,0,979,,11
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,12:00,1702,0,1702,1702,0,1702,,12
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,13:00,1960,0,1960,1960,0,1960,,13
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,14:00,1554,0,1554,1554,0,1554,,14
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,15:00,1221,0,1221,1221,0,1221,,15
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,16:00,856,0,856,856,0,856,,16
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,17:00,846,0,846,846,0,846,,17
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,18:00,527,0,527,527,0,527,,18
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,19:00,361,0,361,361,0,361,,19
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,20:00,174,0,174,174,0,174,,20
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,21:00,154,0,154,154,0,154,,21
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,22:00,120,0,120,120,0,120,,22
Leeds,Albion Street North,2017,April,17,Wednesday,2017-04-26,23:00,77,0,77,77,0,77,,23
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,00:00,174,0,174,174,0,174,,0
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,01:00,185,0,185,185,0,185,,1
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,02:00,261,0,261,261,0,261,,2
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,03:00,254,0,254,254,0,254,,3
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,04:00,251,0,251,251,0,251,,4
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,05:00,160,0,160,160,0,160,,5
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,06:00,41,0,41,41,0,41,,6
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,07:00,51,0,51,51,0,51,,7
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,08:00,381,0,381,381,0,381,,8
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,09:00,465,0,465,465,0,465,,9
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,10:00,717,0,717,717,0,717,,10
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,11:00,1063,0,1063,1063,0,1063,,11
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,12:00,1940,0,1940,1940,0,1940,,12
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,13:00,2476,0,2476,2476,0,2476,,13
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,14:00,1903,0,1903,1903,0,1903,,14
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,15:00,1457,0,1457,1457,0,1457,,15
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,16:00,1012,0,1012,1012,0,1012,,16
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,17:00,1151,0,1151,1151,0,1151,,17
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,18:00,909,0,909,909,0,909,,18
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,19:00,663,0,663,663,0,663,,19
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,20:00,465,0,465,465,0,465,,20
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,21:00,395,0,395,395,0,395,,21
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,22:00,417,0,417,417,0,417,,22
Leeds,Albion Street North,2017,April,17,Thursday,2017-04-27,23:00,398,0,398,398,0,398,,23
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,00:00,0,0,0,0,0,0,,0
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,05:00,2,0,2,2,0,2,,5
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,06:00,0,0,0,0,0,0,,6
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,07:00,90,0,90,90,0,90,,7
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,08:00,578,0,578,578,0,578,,8
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,09:00,666,0,666,666,0,666,,9
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,10:00,1078,0,1078,1078,0,1078,,10
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,11:00,1723,0,1723,1723,0,1723,,11
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,12:00,2555,0,2555,2555,0,2555,,12
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,13:00,2832,0,2832,2832,0,2832,,13
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,14:00,2276,0,2276,2276,0,2276,,14
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,15:00,1712,0,1712,1712,0,1712,,15
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,16:00,1214,0,1214,1214,0,1214,,16
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,17:00,1031,0,1031,1031,0,1031,,17
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,18:00,777,0,777,777,0,777,,18
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,19:00,642,0,642,642,0,642,,19
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,20:00,359,0,359,359,0,359,,20
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,21:00,257,0,257,257,0,257,,21
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,22:00,366,0,366,366,0,366,,22
Leeds,Albion Street North,2017,April,17,Friday,2017-04-28,23:00,168,0,168,168,0,168,,23
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,00:00,251,0,251,251,0,251,,0
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,01:00,248,0,248,248,0,248,,1
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,02:00,356,0,356,356,0,356,,2
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,03:00,296,0,296,296,0,296,,3
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,04:00,271,0,271,271,0,271,,4
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,05:00,116,0,116,116,0,116,,5
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,06:00,103,0,103,103,0,103,,6
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,07:00,58,0,58,58,0,58,,7
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,08:00,171,0,171,171,0,171,,8
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,09:00,772,0,772,772,0,772,,9
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,10:00,1564,0,1564,1564,0,1564,,10
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,11:00,2421,0,2421,2421,0,2421,,11
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,12:00,3284,0,3284,3284,0,3284,,12
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,13:00,3400,0,3400,3400,0,3400,,13
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,14:00,3600,0,3600,3600,0,3600,,14
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,15:00,2912,0,2912,2912,0,2912,,15
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,16:00,2212,0,2212,2212,0,2212,,16
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,17:00,1535,0,1535,1535,0,1535,,17
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,18:00,950,0,950,950,0,950,,18
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,19:00,614,0,614,614,0,614,,19
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,20:00,531,0,531,531,0,531,,20
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,21:00,398,0,398,398,0,398,,21
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,22:00,476,0,476,476,0,476,,22
Leeds,Albion Street North,2017,April,17,Saturday,2017-04-29,23:00,556,0,556,556,0,556,,23
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,00:00,29,0,29,29,0,29,,0
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,01:00,253,0,253,253,0,253,,1
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,02:00,200,0,200,200,0,200,,2
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,03:00,197,0,197,197,0,197,,3
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,04:00,145,0,145,145,0,145,,4
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,05:00,80,0,80,80,0,80,,5
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,06:00,60,0,60,60,0,60,,6
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,07:00,0,0,0,0,0,0,,7
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,08:00,38,0,38,38,0,38,,8
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,09:00,174,0,174,174,0,174,,9
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,10:00,446,0,446,446,0,446,,10
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,11:00,1404,0,1404,1404,0,1404,,11
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,12:00,1258,0,1258,1258,0,1258,,12
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,13:00,1449,0,1449,1449,0,1449,,13
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,14:00,1516,0,1516,1516,0,1516,,14
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,15:00,1221,0,1221,1221,0,1221,,15
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,16:00,832,0,832,832,0,832,,16
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,17:00,419,0,419,419,0,419,,17
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,18:00,368,0,368,368,0,368,,18
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,19:00,292,0,292,292,0,292,,19
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,20:00,272,0,272,272,0,272,,20
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,21:00,153,0,153,153,0,153,,21
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,22:00,187,0,187,187,0,187,,22
Leeds,Albion Street North,2017,April,17,Sunday,2017-04-30,23:00,92,0,92,92,0,92,,23
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,00:00,171,0,171,171,0,171,,0
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,01:00,171,0,171,171,0,171,,1
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,02:00,156,0,156,156,0,156,,2
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,03:00,81,0,81,81,0,81,,3
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,04:00,13,0,13,13,0,13,,4
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,05:00,18,0,18,18,0,18,,5
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,06:00,1,0,1,1,0,1,,6
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,07:00,34,0,34,34,0,34,,7
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,08:00,155,0,155,155,0,155,,8
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,09:00,596,0,596,596,0,596,,9
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,10:00,1443,0,1443,1443,0,1443,,10
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,11:00,2513,0,2513,2513,0,2513,,11
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,12:00,3670,0,3670,3670,0,3670,,12
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,13:00,4326,0,4326,4326,0,4326,,13
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,14:00,5255,0,5255,5255,0,5255,,14
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,15:00,4710,0,4710,4710,0,4710,,15
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,16:00,3494,0,3494,3494,0,3494,,16
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,17:00,2473,0,2473,2473,0,2473,,17
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,18:00,1467,0,1467,1467,0,1467,,18
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,19:00,850,0,850,850,0,850,,19
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,20:00,510,0,510,510,0,510,,20
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,21:00,309,0,309,309,0,309,,21
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,22:00,412,0,412,412,0,412,,22
Leeds,Albion Street South,2017,March,13,Saturday,2017-04-01,23:00,351,0,351,351,0,351,,23
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,00:00,3,0,3,3,0,3,,0
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,01:00,143,0,143,143,0,143,,1
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,02:00,114,0,114,114,0,114,,2
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,03:00,40,0,40,40,0,40,,3
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,04:00,32,0,32,32,0,32,,4
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,05:00,0,0,0,0,0,0,,5
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,06:00,0,0,0,0,0,0,,6
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,07:00,0,0,0,0,0,0,,7
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,08:00,11,0,11,11,0,11,,8
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,09:00,85,0,85,85,0,85,,9
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,10:00,195,0,195,195,0,195,,10
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,11:00,1508,0,1508,1508,0,1508,,11
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,12:00,1812,0,1812,1812,0,1812,,12
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,13:00,2353,0,2353,2353,0,2353,,13
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,14:00,2724,0,2724,2724,0,2724,,14
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,15:00,2252,0,2252,2252,0,2252,,15
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,16:00,1582,0,1582,1582,0,1582,,16
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,17:00,539,0,539,539,0,539,,17
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,18:00,211,0,211,211,0,211,,18
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,19:00,121,0,121,121,0,121,,19
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,20:00,91,0,91,91,0,91,,20
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,21:00,71,0,71,71,0,71,,21
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,22:00,79,0,79,79,0,79,,22
Leeds,Albion Street South,2017,March,13,Sunday,2017-04-02,23:00,22,0,22,22,0,22,,23
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,00:00,2,0,2,2,0,2,,0
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,01:00,0,0,0,0,0,0,,1
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,02:00,0,0,0,0,0,0,,2
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,03:00,0,0,0,0,0,0,,3
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,04:00,0,0,0,0,0,0,,4
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,05:00,3,0,3,3,0,3,,5
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,06:00,15,0,15,15,0,15,,6
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,07:00,143,0,143,143,0,143,,7
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,08:00,441,0,441,441,0,441,,8
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,09:00,480,0,480,480,0,480,,9
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,10:00,985,0,985,985,0,985,,10
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,11:00,1618,0,1618,1618,0,1618,,11
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,12:00,2727,0,2727,2727,0,2727,,12
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,13:00,2986,0,2986,2986,0,2986,,13
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,14:00,2430,0,2430,2430,0,2430,,14
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,15:00,2673,0,2673,2673,0,2673,,15
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,16:00,2230,0,2230,2230,0,2230,,16
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,17:00,1946,0,1946,1946,0,1946,,17
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,18:00,1123,0,1123,1123,0,1123,,18
Leeds,Albion Street South,2017,April,14,Monday,2017-04-03,19:00,555,0,555,555,0,555,,19
