Site,LocationName,BRCYear,BRCMonthName,BRCWeekNum,DayName,Date,Hour,InCount,OutCount,ReportCount,FactoredInCount,FactoredOutCount,FactoredReportCount,Date33,Date444
Leeds,Albion Street South,2018,March,9,Saturday,03/03/2018,,18341,0,18341,18341,0,18341,43162,43162
Leeds,Briggate,2018,March,9,Saturday,03/03/2018,,43083,0,43083,43083,0,43083,43162,43162
Leeds,"Briggate at McDonalds	",2018,March,9,Saturday,03/03/2018,,14387,0,14387,14387,0,14387,43162,43162
Leeds,Commercial Street at Barratts,2018,March,9,Saturday,03/03/2018,,20080,0,20080,20080,0,20080,43162,43162
Leeds,Commercial Street at Sharps,2018,March,9,Saturday,03/03/2018,,26098,0,26098,26098,0,26098,43162,43162
Leeds,"Dortmund Square	",2018,March,9,Saturday,03/03/2018,,18165,0,18165,18165,0,18165,43162,43162
Leeds,Headrow,2018,March,9,Saturday,03/03/2018,,17018,0,17018,17018,0,17018,43162,43162
Leeds,Albion Street North,2018,March,9,Sunday,04/03/2018,,15844,0,15844,15844,0,15844,43163,43163
Leeds,Albion Street South,2018,March,9,Sunday,04/03/2018,,9994,0,9994,9994,0,9994,43163,43163
Leeds,Briggate,2018,March,9,Sunday,04/03/2018,,21746,0,21746,21746,0,21746,43163,43163
Leeds,"Briggate at McDonalds	",2018,March,9,Sunday,04/03/2018,,7434,7571,7434,7434,7571,7434,43163,43163
Leeds,Commercial Street at Barratts,2018,March,9,Sunday,04/03/2018,,10469,0,10469,10469,0,10469,43163,43163
Leeds,Commercial Street at Sharps,2018,March,9,Sunday,04/03/2018,,11931,0,11931,11931,0,11931,43163,43163
Leeds,"Dortmund Square	",2018,March,9,Sunday,04/03/2018,,9477,0,9477,9477,0,9477,43163,43163
Leeds,Headrow,2018,March,9,Sunday,04/03/2018,,5627,0,5627,5627,0,5627,43163,43163
Leeds,Albion Street North,2018,March,10,Monday,05/03/2018,,32522,0,32522,32522,0,32522,43164,43164
Leeds,Albion Street South,2018,March,10,Monday,05/03/2018,,21562,0,21562,21562,0,21562,43164,43164
Leeds,Briggate,2018,March,10,Monday,05/03/2018,,27581,0,27581,27581,0,27581,43164,43164
Leeds,"Briggate at McDonalds	",2018,March,10,Monday,05/03/2018,,12679,12870,12679,12679,12870,12679,43164,43164
Leeds,Commercial Street at Barratts,2018,March,10,Monday,05/03/2018,,22373,0,22373,22373,0,22373,43164,43164
Leeds,Commercial Street at Sharps,2018,March,10,Monday,05/03/2018,,22531,0,22531,22531,0,22531,43164,43164
Leeds,"Dortmund Square	",2018,March,10,Monday,05/03/2018,,21017,0,21017,21017,0,21017,43164,43164
Leeds,Headrow,2018,March,10,Monday,05/03/2018,,16914,0,16914,16914,0,16914,43164,43164
Leeds,Albion Street North,2018,March,10,Tuesday,06/03/2018,,31493,0,31493,31493,0,31493,43165,43165
Leeds,Albion Street South,2018,March,10,Tuesday,06/03/2018,,21093,0,21093,21093,0,21093,43165,43165
Leeds,Briggate,2018,March,10,Tuesday,06/03/2018,,30501,0,30501,30501,0,30501,43165,43165
Leeds,"Briggate at McDonalds	",2018,March,10,Tuesday,06/03/2018,,12936,0,12936,12936,0,12936,43165,43165
Leeds,Commercial Street at Barratts,2018,March,10,Tuesday,06/03/2018,,17478,0,17478,17478,0,17478,43165,43165
Leeds,Commercial Street at Sharps,2018,March,10,Tuesday,06/03/2018,,23201,0,23201,23201,0,23201,43165,43165
Leeds,"Dortmund Square	",2018,March,10,Tuesday,06/03/2018,,20907,0,20907,20907,0,20907,43165,43165
Leeds,Headrow,2018,March,10,Tuesday,06/03/2018,,20046,0,20046,20046,0,20046,43165,43165
Leeds,Albion Street North,2018,March,10,Wednesday,07/03/2018,,33441,0,33441,33441,0,33441,43166,43166
Leeds,Albion Street South,2018,March,10,Wednesday,07/03/2018,,22719,0,22719,22719,0,22719,43166,43166
Leeds,Briggate,2018,March,10,Wednesday,07/03/2018,,32485,0,32485,32485,0,32485,43166,43166
Leeds,"Briggate at McDonalds	",2018,March,10,Wednesday,07/03/2018,,13719,0,13719,13719,0,13719,43166,43166
Leeds,Commercial Street at Barratts,2018,March,10,Wednesday,07/03/2018,,21417,0,21417,21417,0,21417,43166,43166
Leeds,Commercial Street at Sharps,2018,March,10,Wednesday,07/03/2018,,28259,0,28259,28259,0,28259,43166,43166
Leeds,"Dortmund Square	",2018,March,10,Wednesday,07/03/2018,,20840,0,20840,20840,0,20840,43166,43166
Leeds,Headrow,2018,March,10,Wednesday,07/03/2018,,18269,0,18269,18269,0,18269,43166,43166
Leeds,Albion Street North,2018,March,10,Thursday,08/03/2018,,27962,0,27962,27962,0,27962,43167,43167
Leeds,Albion Street South,2018,March,10,Thursday,08/03/2018,,17015,0,17015,17015,0,17015,43167,43167
Leeds,Briggate,2018,March,10,Thursday,08/03/2018,,30228,0,30228,30228,0,30228,43167,43167
Leeds,"Briggate at McDonalds	",2018,March,10,Thursday,08/03/2018,,11738,0,11738,11738,0,11738,43167,43167
Leeds,Commercial Street at Barratts,2018,March,10,Thursday,08/03/2018,,23056,0,23056,23056,0,23056,43167,43167
Leeds,Commercial Street at Sharps,2018,March,10,Thursday,08/03/2018,,19903,0,19903,19903,0,19903,43167,43167
Leeds,"Dortmund Square	",2018,March,10,Thursday,08/03/2018,,19716,0,19716,19716,0,19716,43167,43167
Leeds,Headrow,2018,March,10,Thursday,08/03/2018,,15171,0,15171,15171,0,15171,43167,43167
Leeds,Albion Street North,2018,March,10,Friday,09/03/2018,,38069,0,38069,38069,0,38069,43168,43168
Leeds,Albion Street South,2018,March,10,Friday,09/03/2018,,24918,0,24918,24918,0,24918,43168,43168
Leeds,Briggate,2018,March,10,Friday,09/03/2018,,40918,0,40918,40918,0,40918,43168,43168
Leeds,"Briggate at McDonalds	",2018,March,10,Friday,09/03/2018,,15973,0,15973,15973,0,15973,43168,43168
Leeds,Commercial Street at Barratts,2018,March,10,Friday,09/03/2018,,14917,0,14917,14917,0,14917,43168,43168
Leeds,Commercial Street at Sharps,2018,March,10,Friday,09/03/2018,,32711,0,32711,32711,0,32711,43168,43168
Leeds,"Dortmund Square	",2018,March,10,Friday,09/03/2018,,25245,0,25245,25245,0,25245,43168,43168
Leeds,Headrow,2018,March,10,Friday,09/03/2018,,21492,0,21492,21492,0,21492,43168,43168
Leeds,Albion Street North,2018,March,10,Saturday,10/03/2018,,36364,0,36364,36364,0,36364,43169,43169
Leeds,Albion Street South,2018,March,10,Saturday,10/03/2018,,25187,0,25187,25187,0,25187,43169,43169
Leeds,Briggate,2018,March,10,Saturday,10/03/2018,,53431,0,53431,53431,0,53431,43169,43169
Leeds,"Briggate at McDonalds	",2018,March,10,Saturday,10/03/2018,,18213,19680,18213,18213,19680,18213,43169,43169
Leeds,Commercial Street at Barratts,2018,March,10,Saturday,10/03/2018,,29118,0,29118,29118,0,29118,43169,43169
Leeds,Commercial Street at Sharps,2018,March,10,Saturday,10/03/2018,,36401,0,36401,36401,0,36401,43169,43169
Leeds,"Dortmund Square	",2018,March,10,Saturday,10/03/2018,,19551,0,19551,19551,0,19551,43169,43169
Leeds,Headrow,2018,March,10,Saturday,10/03/2018,,24412,0,24412,24412,0,24412,43169,43169
Leeds,Albion Street North,2018,March,10,Sunday,11/03/2018,,21005,0,21005,21005,0,21005,43170,43170
Leeds,Albion Street South,2018,March,10,Sunday,11/03/2018,,13506,0,13506,13506,0,13506,43170,43170
Leeds,Briggate,2018,March,10,Sunday,11/03/2018,,30121,0,30121,30121,0,30121,43170,43170
Leeds,"Briggate at McDonalds	",2018,March,10,Sunday,11/03/2018,,9795,0,9795,9795,0,9795,43170,43170
Leeds,Commercial Street at Barratts,2018,March,10,Sunday,11/03/2018,,13711,0,13711,13711,0,13711,43170,43170
Leeds,Commercial Street at Sharps,2018,March,10,Sunday,11/03/2018,,16262,0,16262,16262,0,16262,43170,43170
Leeds,"Dortmund Square	",2018,March,10,Sunday,11/03/2018,,11791,0,11791,11791,0,11791,43170,43170
Leeds,Headrow,2018,March,10,Sunday,11/03/2018,,12427,0,12427,12427,0,12427,43170,43170
Leeds,Albion Street North,2018,March,11,Monday,12/03/2018,,24774,0,24774,24774,0,24774,43171,43171
Leeds,Albion Street South,2018,March,11,Monday,12/03/2018,,16726,0,16726,16726,0,16726,43171,43171
Leeds,Briggate,2018,March,11,Monday,12/03/2018,,23630,0,23630,23630,0,23630,43171,43171
Leeds,"Briggate at McDonalds	",2018,March,11,Monday,12/03/2018,,10932,10251,10932,10932,10251,10932,43171,43171
Leeds,Commercial Street at Barratts,2018,March,11,Monday,12/03/2018,,21399,0,21399,21399,0,21399,43171,43171
Leeds,Commercial Street at Sharps,2018,March,11,Monday,12/03/2018,,17758,0,17758,17758,0,17758,43171,43171
Leeds,"Dortmund Square	",2018,March,11,Monday,12/03/2018,,15825,0,15825,15825,0,15825,43171,43171
Leeds,Headrow,2018,March,11,Monday,12/03/2018,,14548,0,14548,14548,0,14548,43171,43171
Leeds,Albion Street North,2018,March,11,Tuesday,13/03/2018,,31028,0,31028,31028,0,31028,43172,43172
Leeds,Albion Street South,2018,March,11,Tuesday,13/03/2018,,20032,0,20032,20032,0,20032,43172,43172
Leeds,Briggate,2018,March,11,Tuesday,13/03/2018,,31402,0,31402,31402,0,31402,43172,43172
Leeds,"Briggate at McDonalds	",2018,March,11,Tuesday,13/03/2018,,13439,0,13439,13439,0,13439,43172,43172
Leeds,Commercial Street at Barratts,2018,March,11,Tuesday,13/03/2018,,16666,0,16666,16666,0,16666,43172,43172
Leeds,Commercial Street at Sharps,2018,March,11,Tuesday,13/03/2018,,24058,0,24058,24058,0,24058,43172,43172
Leeds,"Dortmund Square	",2018,March,11,Tuesday,13/03/2018,,20266,0,20266,20266,0,20266,43172,43172
Leeds,Headrow,2018,March,11,Tuesday,13/03/2018,,18350,0,18350,18350,0,18350,43172,43172
Leeds,Albion Street North,2018,March,11,Wednesday,14/03/2018,,32631,0,32631,32631,0,32631,43173,43173
Leeds,Albion Street South,2018,March,11,Wednesday,14/03/2018,,20469,0,20469,20469,0,20469,43173,43173
Leeds,Briggate,2018,March,11,Wednesday,14/03/2018,,32329,0,32329,32329,0,32329,43173,43173
Leeds,"Briggate at McDonalds	",2018,March,11,Wednesday,14/03/2018,,13441,13819,13441,13441,13819,13441,43173,43173
Leeds,Commercial Street at Barratts,2018,March,11,Wednesday,14/03/2018,,23020,0,23020,23020,0,23020,43173,43173
Leeds,Commercial Street at Sharps,2018,March,11,Wednesday,14/03/2018,,25362,0,25362,25362,0,25362,43173,43173
Leeds,"Dortmund Square	",2018,March,11,Wednesday,14/03/2018,,20032,0,20032,20032,0,20032,43173,43173
Leeds,Headrow,2018,March,11,Wednesday,14/03/2018,,17304,0,17304,17304,0,17304,43173,43173
Leeds,Albion Street North,2018,March,11,Thursday,15/03/2018,,26912,0,26912,26912,0,26912,43174,43174
Leeds,Albion Street South,2018,March,11,Thursday,15/03/2018,,17255,0,17255,17255,0,17255,43174,43174
Leeds,Briggate,2018,March,11,Thursday,15/03/2018,,29472,0,29472,29472,0,29472,43174,43174
Leeds,"Briggate at McDonalds	",2018,March,11,Thursday,15/03/2018,,11992,0,11992,11992,0,11992,43174,43174
Leeds,Commercial Street at Barratts,2018,March,11,Thursday,15/03/2018,,21350,0,21350,21350,0,21350,43174,43174
Leeds,Commercial Street at Sharps,2018,March,11,Thursday,15/03/2018,,22914,0,22914,22914,0,22914,43174,43174
Leeds,"Dortmund Square	",2018,March,11,Thursday,15/03/2018,,17069,0,17069,17069,0,17069,43174,43174
Leeds,Headrow,2018,March,11,Thursday,15/03/2018,,18508,0,18508,18508,0,18508,43174,43174
Leeds,Albion Street North,2018,March,11,Friday,16/03/2018,,29439,0,29439,29439,0,29439,43175,43175
Leeds,Albion Street South,2018,March,11,Friday,16/03/2018,,18945,0,18945,18945,0,18945,43175,43175
Leeds,Briggate,2018,March,11,Friday,16/03/2018,,33603,0,33603,33603,0,33603,43175,43175
Leeds,"Briggate at McDonalds	",2018,March,11,Friday,16/03/2018,,13712,13790,13712,13712,13790,13712,43175,43175
Leeds,Commercial Street at Barratts,2018,March,11,Friday,16/03/2018,,11170,0,11170,11170,0,11170,43175,43175
Leeds,Commercial Street at Sharps,2018,March,11,Friday,16/03/2018,,25058,0,25058,25058,0,25058,43175,43175
Leeds,"Dortmund Square	",2018,March,11,Friday,16/03/2018,,19338,0,19338,19338,0,19338,43175,43175
Leeds,Headrow,2018,March,11,Friday,16/03/2018,,17374,0,17374,17374,0,17374,43175,43175
Leeds,Albion Street North,2018,March,11,Saturday,17/03/2018,,31539,0,31539,31539,0,31539,43176,43176
Leeds,Albion Street South,2018,March,11,Saturday,17/03/2018,,16743,0,16743,16743,0,16743,43176,43176
Leeds,Briggate,2018,March,11,Saturday,17/03/2018,,45506,0,45506,45506,0,45506,43176,43176
Leeds,"Briggate at McDonalds	",2018,March,11,Saturday,17/03/2018,,14392,0,14392,14392,0,14392,43176,43176
Leeds,Commercial Street at Barratts,2018,March,11,Saturday,17/03/2018,,21158,0,21158,21158,0,21158,43176,43176
Leeds,Commercial Street at Sharps,2018,March,11,Saturday,17/03/2018,,22945,0,22945,22945,0,22945,43176,43176
Leeds,"Dortmund Square	",2018,March,11,Saturday,17/03/2018,,18818,0,18818,18818,0,18818,43176,43176
Leeds,Headrow,2018,March,11,Saturday,17/03/2018,,16731,0,16731,16731,0,16731,43176,43176
Leeds,Albion Street North,2018,March,11,Sunday,18/03/2018,,18203,0,18203,18203,0,18203,43177,43177
Leeds,Albion Street South,2018,March,11,Sunday,18/03/2018,,7598,0,7598,7598,0,7598,43177,43177
Leeds,Briggate,2018,March,11,Sunday,18/03/2018,,19349,0,19349,19349,0,19349,43177,43177
Leeds,"Briggate at McDonalds	",2018,March,11,Sunday,18/03/2018,,6378,0,6378,6378,0,6378,43177,43177
Leeds,Commercial Street at Barratts,2018,March,11,Sunday,18/03/2018,,9995,0,9995,9995,0,9995,43177,43177
Leeds,Commercial Street at Sharps,2018,March,11,Sunday,18/03/2018,,9012,0,9012,9012,0,9012,43177,43177
Leeds,"Dortmund Square	",2018,March,11,Sunday,18/03/2018,,7537,0,7537,7537,0,7537,43177,43177
Leeds,Headrow,2018,March,11,Sunday,18/03/2018,,7315,0,7315,7315,0,7315,43177,43177
Leeds,Albion Street North,2018,March,12,Monday,19/03/2018,,32916,0,32916,32916,0,32916,43178,43178
Leeds,Albion Street South,2018,March,12,Monday,19/03/2018,,17353,0,17353,17353,0,17353,43178,43178
Leeds,Briggate,2018,March,12,Monday,19/03/2018,,27784,0,27784,27784,0,27784,43178,43178
Leeds,"Briggate at McDonalds	",2018,March,12,Monday,19/03/2018,,12376,12483,12376,12376,12483,12376,43178,43178
Leeds,Commercial Street at Barratts,2018,March,12,Monday,19/03/2018,,22475,0,22475,22475,0,22475,43178,43178
Leeds,Commercial Street at Sharps,2018,March,12,Monday,19/03/2018,,19605,0,19605,19605,0,19605,43178,43178
Leeds,"Dortmund Square	",2018,March,12,Monday,19/03/2018,,21998,0,21998,21998,0,21998,43178,43178
Leeds,Headrow,2018,March,12,Monday,19/03/2018,,15992,0,15992,15992,0,15992,43178,43178
Leeds,Albion Street North,2018,March,12,Tuesday,20/03/2018,,31382,0,31382,31382,0,31382,43179,43179
Leeds,Albion Street South,2018,March,12,Tuesday,20/03/2018,,20879,0,20879,20879,0,20879,43179,43179
Leeds,Briggate,2018,March,12,Tuesday,20/03/2018,,30626,0,30626,30626,0,30626,43179,43179
Leeds,"Briggate at McDonalds	",2018,March,12,Tuesday,20/03/2018,,13022,0,13022,13022,0,13022,43179,43179
Leeds,Commercial Street at Barratts,2018,March,12,Tuesday,20/03/2018,,12860,0,12860,12860,0,12860,43179,43179
Leeds,Commercial Street at Sharps,2018,March,12,Tuesday,20/03/2018,,23058,0,23058,23058,0,23058,43179,43179
Leeds,"Dortmund Square	",2018,March,12,Tuesday,20/03/2018,,20355,0,20355,20355,0,20355,43179,43179
Leeds,Headrow,2018,March,12,Tuesday,20/03/2018,,16572,0,16572,16572,0,16572,43179,43179
Leeds,Albion Street North,2018,March,12,Wednesday,21/03/2018,,28697,0,28697,28697,0,28697,43180,43180
Leeds,Albion Street South,2018,March,12,Wednesday,21/03/2018,,19805,0,19805,19805,0,19805,43180,43180
Leeds,Briggate,2018,March,12,Wednesday,21/03/2018,,31633,0,31633,31633,0,31633,43180,43180
Leeds,"Briggate at McDonalds	",2018,March,12,Wednesday,21/03/2018,,13626,0,13626,13626,0,13626,43180,43180
Leeds,Commercial Street at Barratts,2018,March,12,Wednesday,21/03/2018,,21272,0,21272,21272,0,21272,43180,43180
Leeds,Commercial Street at Sharps,2018,March,12,Wednesday,21/03/2018,,23873,0,23873,23873,0,23873,43180,43180
Leeds,"Dortmund Square	",2018,March,12,Wednesday,21/03/2018,,22171,0,22171,22171,0,22171,43180,43180
Leeds,Headrow,2018,March,12,Wednesday,21/03/2018,,16462,0,16462,16462,0,16462,43180,43180
Leeds,Albion Street North,2018,March,12,Thursday,22/03/2018,,31285,0,31285,31285,0,31285,43181,43181
Leeds,Albion Street South,2018,March,12,Thursday,22/03/2018,,20672,0,20672,20672,0,20672,43181,43181
Leeds,Briggate,2018,March,12,Thursday,22/03/2018,,33465,0,33465,33465,0,33465,43181,43181
Leeds,"Briggate at McDonalds	",2018,March,12,Thursday,22/03/2018,,14166,14599,14166,14166,14599,14166,43181,43181
Leeds,Commercial Street at Barratts,2018,March,12,Thursday,22/03/2018,,23641,0,23641,23641,0,23641,43181,43181
Leeds,Commercial Street at Sharps,2018,March,12,Thursday,22/03/2018,,25366,0,25366,25366,0,25366,43181,43181
Leeds,"Dortmund Square	",2018,March,12,Thursday,22/03/2018,,22670,0,22670,22670,0,22670,43181,43181
Leeds,Headrow,2018,March,12,Thursday,22/03/2018,,17042,0,17042,17042,0,17042,43181,43181
Leeds,Albion Street North,2018,March,12,Friday,23/03/2018,,31979,0,31979,31979,0,31979,43182,43182
Leeds,Albion Street South,2018,March,12,Friday,23/03/2018,,21063,0,21063,21063,0,21063,43182,43182
Leeds,Briggate,2018,March,12,Friday,23/03/2018,,38622,0,38622,38622,0,38622,43182,43182
Leeds,"Briggate at McDonalds	",2018,March,12,Friday,23/03/2018,,15334,0,15334,15334,0,15334,43182,43182
Leeds,Commercial Street at Barratts,2018,March,12,Friday,23/03/2018,,17800,0,17800,17800,0,17800,43182,43182
Leeds,Commercial Street at Sharps,2018,March,12,Friday,23/03/2018,,26951,0,26951,26951,0,26951,43182,43182
Leeds,"Dortmund Square	",2018,March,12,Friday,23/03/2018,,20863,0,20863,20863,0,20863,43182,43182
Leeds,Headrow,2018,March,12,Friday,23/03/2018,,17620,0,17620,17620,0,17620,43182,43182
Leeds,Albion Street North,2018,March,12,Saturday,24/03/2018,,36509,0,36509,36509,0,36509,43183,43183
Leeds,Albion Street South,2018,March,12,Saturday,24/03/2018,,24298,0,24298,24298,0,24298,43183,43183
Leeds,Briggate,2018,March,12,Saturday,24/03/2018,,54787,0,54787,54787,0,54787,43183,43183
Leeds,"Briggate at McDonalds	",2018,March,12,Saturday,24/03/2018,,19035,0,19035,19035,0,19035,43183,43183
Leeds,Commercial Street at Barratts,2018,March,12,Saturday,24/03/2018,,25659,0,25659,25659,0,25659,43183,43183
Leeds,Commercial Street at Sharps,2018,March,12,Saturday,24/03/2018,,32642,0,32642,32642,0,32642,43183,43183
Leeds,"Dortmund Square	",2018,March,12,Saturday,24/03/2018,,21942,0,21942,21942,0,21942,43183,43183
Leeds,Headrow,2018,March,12,Saturday,24/03/2018,,22073,0,22073,22073,0,22073,43183,43183
Leeds,Albion Street North,2018,March,12,Sunday,25/03/2018,,20493,0,20493,20493,0,20493,43184,43184
Leeds,Albion Street South,2018,March,12,Sunday,25/03/2018,,11403,0,11403,11403,0,11403,43184,43184
Leeds,Briggate,2018,March,12,Sunday,25/03/2018,,34920,0,34920,34920,0,34920,43184,43184
Leeds,"Briggate at McDonalds	",2018,March,12,Sunday,25/03/2018,,10565,0,10565,10565,0,10565,43184,43184
Leeds,Commercial Street at Barratts,2018,March,12,Sunday,25/03/2018,,12385,0,12385,12385,0,12385,43184,43184
Leeds,Commercial Street at Sharps,2018,March,12,Sunday,25/03/2018,,15650,0,15650,15650,0,15650,43184,43184
Leeds,"Dortmund Square	",2018,March,12,Sunday,25/03/2018,,13698,0,13698,13698,0,13698,43184,43184
Leeds,Headrow,2018,March,12,Sunday,25/03/2018,,11366,0,11366,11366,0,11366,43184,43184
Leeds,Albion Street North,2018,March,13,Monday,26/03/2018,,30641,0,30641,30641,0,30641,43185,43185
Leeds,Albion Street South,2018,March,13,Monday,26/03/2018,,17899,0,17899,17899,0,17899,43185,43185
Leeds,Briggate,2018,March,13,Monday,26/03/2018,,30502,0,30502,30502,0,30502,43185,43185
Leeds,"Briggate at McDonalds	",2018,March,13,Monday,26/03/2018,,13869,0,13869,13869,0,13869,43185,43185
Leeds,Commercial Street at Barratts,2018,March,13,Monday,26/03/2018,,26722,0,26722,26722,0,26722,43185,43185
Leeds,Commercial Street at Sharps,2018,March,13,Monday,26/03/2018,,22590,0,22590,22590,0,22590,43185,43185
Leeds,"Dortmund Square	",2018,March,13,Monday,26/03/2018,,23049,0,23049,23049,0,23049,43185,43185
Leeds,Headrow,2018,March,13,Monday,26/03/2018,,17035,0,17035,17035,0,17035,43185,43185
Leeds,Albion Street North,2018,March,13,Tuesday,27/03/2018,,29424,0,29424,29424,0,29424,43186,43186
Leeds,Albion Street South,2018,March,13,Tuesday,27/03/2018,,19647,0,19647,19647,0,19647,43186,43186
Leeds,Briggate,2018,March,13,Tuesday,27/03/2018,,30854,0,30854,30854,0,30854,43186,43186
Leeds,"Briggate at McDonalds	",2018,March,13,Tuesday,27/03/2018,,12913,12724,12913,12913,12724,12913,43186,43186
Leeds,Commercial Street at Barratts,2018,March,13,Tuesday,27/03/2018,,15222,0,15222,15222,0,15222,43186,43186
Leeds,Commercial Street at Sharps,2018,March,13,Tuesday,27/03/2018,,22879,0,22879,22879,0,22879,43186,43186
Leeds,"Dortmund Square	",2018,March,13,Tuesday,27/03/2018,,19118,0,19118,19118,0,19118,43186,43186
Leeds,Headrow,2018,March,13,Tuesday,27/03/2018,,17412,0,17412,17412,0,17412,43186,43186
Leeds,Albion Street North,2018,March,13,Wednesday,28/03/2018,,33232,0,33232,33232,0,33232,43187,43187
Leeds,Albion Street South,2018,March,13,Wednesday,28/03/2018,,21118,0,21118,21118,0,21118,43187,43187
Leeds,Briggate,2018,March,13,Wednesday,28/03/2018,,33565,0,33565,33565,0,33565,43187,43187
Leeds,"Briggate at McDonalds	",2018,March,13,Wednesday,28/03/2018,,13991,0,13991,13991,0,13991,43187,43187
Leeds,Commercial Street at Barratts,2018,March,13,Wednesday,28/03/2018,,21896,0,21896,21896,0,21896,43187,43187
Leeds,Commercial Street at Sharps,2018,March,13,Wednesday,28/03/2018,,23908,0,23908,23908,0,23908,43187,43187
Leeds,"Dortmund Square	",2018,March,13,Wednesday,28/03/2018,,22615,0,22615,22615,0,22615,43187,43187
Leeds,Headrow,2018,March,13,Wednesday,28/03/2018,,17459,0,17459,17459,0,17459,43187,43187
Leeds,Albion Street North,2018,March,13,Thursday,29/03/2018,,33494,0,33494,33494,0,33494,43188,43188
Leeds,Albion Street South,2018,March,13,Thursday,29/03/2018,,21434,0,21434,21434,0,21434,43188,43188
Leeds,Briggate,2018,March,13,Thursday,29/03/2018,,38352,0,38352,38352,0,38352,43188,43188
Leeds,"Briggate at McDonalds	",2018,March,13,Thursday,29/03/2018,,15657,0,15657,15657,0,15657,43188,43188
Leeds,Commercial Street at Barratts,2018,March,13,Thursday,29/03/2018,,25086,0,25086,25086,0,25086,43188,43188
Leeds,Commercial Street at Sharps,2018,March,13,Thursday,29/03/2018,,28318,0,28318,28318,0,28318,43188,43188
Leeds,"Dortmund Square	",2018,March,13,Thursday,29/03/2018,,22877,0,22877,22877,0,22877,43188,43188
Leeds,Headrow,2018,March,13,Thursday,29/03/2018,,19959,0,19959,19959,0,19959,43188,43188
Leeds,Albion Street North,2018,March,13,Friday,30/03/2018,,31358,0,31358,31358,0,31358,43189,43189
Leeds,Albion Street South,2018,March,13,Friday,30/03/2018,,21264,0,21264,21264,0,21264,43189,43189
Leeds,Briggate,2018,March,13,Friday,30/03/2018,,48193,0,48193,48193,0,48193,43189,43189
Leeds,"Briggate at McDonalds	",2018,March,13,Friday,30/03/2018,,15733,0,15733,15733,0,15733,43189,43189
Leeds,Commercial Street at Barratts,2018,March,13,Friday,30/03/2018,,20992,0,20992,20992,0,20992,43189,43189
Leeds,Commercial Street at Sharps,2018,March,13,Friday,30/03/2018,,25446,0,25446,25446,0,25446,43189,43189
Leeds,"Dortmund Square	",2018,March,13,Friday,30/03/2018,,19066,0,19066,19066,0,19066,43189,43189
Leeds,Headrow,2018,March,13,Friday,30/03/2018,,17944,0,17944,17944,0,17944,43189,43189
Leeds,Albion Street North,2018,March,13,Saturday,31/03/2018,,29368,0,29368,29368,0,29368,43190,43190
Leeds,Albion Street South,2018,March,13,Saturday,31/03/2018,,20245,0,20245,20245,0,20245,43190,43190
Leeds,Briggate,2018,March,13,Saturday,31/03/2018,,45936,0,45936,45936,0,45936,43190,43190
Leeds,"Briggate at McDonalds	",2018,March,13,Saturday,31/03/2018,,15131,0,15131,15131,0,15131,43190,43190
Leeds,Commercial Street at Barratts,2018,March,13,Saturday,31/03/2018,,20404,0,20404,20404,0,20404,43190,43190
Leeds,Commercial Street at Sharps,2018,March,13,Saturday,31/03/2018,,25507,0,25507,25507,0,25507,43190,43190
Leeds,"Dortmund Square	",2018,March,13,Saturday,31/03/2018,,17615,0,17615,17615,0,17615,43190,43190
Leeds,Headrow,2018,March,13,Saturday,31/03/2018,,17736,0,17736,17736,0,17736,43190,43190
Leeds,Albion Street North,2018,March,13,Sunday,01/04/2018,,11619,0,11619,11619,0,11619,43191,43191
Leeds,Albion Street South,2018,March,13,Sunday,01/04/2018,,6750,0,6750,6750,0,6750,43191,43191
Leeds,Briggate,2018,March,13,Sunday,01/04/2018,,17443,0,17443,17443,0,17443,43191,43191
Leeds,"Briggate at McDonalds	",2018,March,13,Sunday,01/04/2018,,7046,0,7046,7046,0,7046,43191,43191
Leeds,Commercial Street at Barratts,2018,March,13,Sunday,01/04/2018,,5711,0,5711,5711,0,5711,43191,43191
Leeds,Commercial Street at Sharps,2018,March,13,Sunday,01/04/2018,,7941,0,7941,7941,0,7941,43191,43191
Leeds,"Dortmund Square	",2018,March,13,Sunday,01/04/2018,,5282,0,5282,5282,0,5282,43191,43191
Leeds,Headrow,2018,March,13,Sunday,01/04/2018,,7477,0,7477,7477,0,7477,43191,43191
Leeds,Albion Street North,2018,April,14,Monday,02/04/2018,,14059,0,14059,14059,0,14059,43192,43192
Leeds,Albion Street South,2018,April,14,Monday,02/04/2018,,8743,0,8743,8743,0,8743,43192,43192
Leeds,Briggate,2018,April,14,Monday,02/04/2018,,28130,0,28130,28130,0,28130,43192,43192
Leeds,"Briggate at McDonalds	",2018,April,14,Monday,02/04/2018,,6705,0,6705,6705,0,6705,43192,43192
Leeds,Commercial Street at Barratts,2018,April,14,Monday,02/04/2018,,14676,0,14676,14676,0,14676,43192,43192
Leeds,Commercial Street at Sharps,2018,April,14,Monday,02/04/2018,,11031,0,11031,11031,0,11031,43192,43192
Leeds,"Dortmund Square	",2018,April,14,Monday,02/04/2018,,8042,0,8042,8042,0,8042,43192,43192
Leeds,Headrow,2018,April,14,Monday,02/04/2018,,7796,0,7796,7796,0,7796,43192,43192
Leeds,Albion Street North,2018,April,14,Tuesday,03/04/2018,,32352,0,32352,32352,0,32352,43193,43193
