"Date","InCount","outlier"
"612","2011-03-20","84437",2
"613","2011-03-21","139019",2
"614","2011-03-22","155140",2
"615","2011-03-23","159118",2
"616","2011-03-24","151252",2
"617","2011-03-25","179608",2
"618","2011-03-26","250162",2
"619","2011-03-27","103409",2
"620","2011-03-28","146433",2
"621","2011-03-29","135619",2
"622","2011-03-30","134328",2
"623","2011-03-31","148624",2
"624","2011-04-01","189995",2
"625","2011-04-02","257745",1
"626","2011-04-03","89020",2
"627","2011-04-04","124907",2
"628","2011-04-05","135371",2
"629","2011-04-06","161807",2
"630","2011-04-07","160137",2
"631","2011-04-08","174823",2
"632","2011-04-09","210167",2
"633","2011-04-10","94580",2
"634","2011-04-11","129619",2
"635","2011-04-12","163759",2
"636","2011-04-13","138213",2
"637","2011-04-14","143660",2
"638","2011-04-15","162011",2
"639","2011-04-16","204631",2
"640","2011-04-17","96394",2
"641","2011-04-18","160292",2
"642","2011-04-19","174515",2
"643","2011-04-20","175718",2
"644","2011-04-21","199016",2
"645","2011-04-22","167461",2
"646","2011-04-23","190477",2
"647","2011-04-24","32579",1
"648","2011-04-25","110052",2
"649","2011-04-26","127756",2
"650","2011-04-27","170080",2
"651","2011-04-28","199749",2
"652","2011-04-29","95435",2
"653","2011-04-30","236540",2
"654","2011-05-01","96372",2
"655","2011-05-02","113545",2
"656","2011-05-03","141286",2
"657","2011-05-04","151477",2
"658","2011-05-05","142759",2
"659","2011-05-06","149306",2
"660","2011-05-07","183430",2
"661","2011-05-08","93936",2
"662","2011-05-09","132466",2
"663","2011-05-10","128149",2
"664","2011-05-11","135112",2
"665","2011-05-12","142268",2
"666","2011-05-13","135183",2
"667","2011-05-14","206606",2
"668","2011-05-15","74831",2
"669","2011-05-16","117858",2
"670","2011-05-17","127974",2
"671","2011-05-18","130625",2
"672","2011-05-19","143552",2
"673","2011-05-20","145280",2
"674","2011-05-21","222845",2
"675","2011-05-22","84118",2
"676","2011-05-23","110639",2
"677","2011-05-24","144150",2
"678","2011-05-25","135898",2
"679","2011-05-26","143322",2
"680","2011-05-27","178214",2
"681","2011-05-28","224284",2
"682","2011-05-29","89648",2
"683","2011-05-30","96424",2
"684","2011-05-31","188814",2
"685","2011-06-01","182719",2
"686","2011-06-02","176341",2
"687","2011-06-03","174910",2
"688","2011-06-04","190557",2
"689","2011-06-05","87514",2
"690","2011-06-06","144396",2
"691","2011-06-07","132273",2
"692","2011-06-08","132248",2
"693","2011-06-09","152629",2
"694","2011-06-10","131634",2
"695","2011-06-11","209802",2
"696","2011-06-12","64527",2
"697","2011-06-13","126870",2
"698","2011-06-14","144925",2
"699","2011-06-15","134720",2
"700","2011-06-16","144811",2
"701","2011-06-17","151541",2
"702","2011-06-18","226047",2
"703","2011-06-19","101818",2
"704","2011-06-20","139275",2
"705","2011-06-21","133764",2
"706","2011-06-22","133668",2
"707","2011-06-23","125632",2
"708","2011-06-24","173303",2
"709","2011-06-25","224125",2
"710","2011-06-26","88683",2
"711","2011-06-27","134631",2
"712","2011-06-28","137955",2
"713","2011-06-29","127749",2
"714","2011-06-30","185667",2
"715","2011-07-01","157276",2
"716","2011-07-02","207498",2
"717","2011-07-03","96845",2
"718","2011-07-04","143030",2
"719","2011-07-05","139367",2
"720","2011-07-06","137253",2
"721","2011-07-07","131819",2
"722","2011-07-08","137683",2
"723","2011-07-09","217736",2
"724","2011-07-10","88522",2
"725","2011-07-11","143189",2
"726","2011-07-12","132944",2
"727","2011-07-13","134106",2
"728","2011-07-14","145312",2
"729","2011-07-15","154988",2
"730","2011-07-16","190566",2
"731","2011-07-17","92357",2
"732","2011-07-18","123724",2
"733","2011-07-19","149508",2
"734","2011-07-20","139159",2
"735","2011-07-21","150705",2
"736","2011-07-22","154604",2
"737","2011-07-23","202079",2
"738","2011-07-24","86513",2
"739","2011-07-25","143920",2
"740","2011-07-26","158687",2
"741","2011-07-27","152604",2
"742","2011-07-28","166989",2
"743","2011-07-29","183244",2
"744","2011-07-30","206729",2
"745","2011-07-31","88540",2
"746","2011-08-01","137308",2
"747","2011-08-02","146836",2
"748","2011-08-03","137858",2
"749","2011-08-04","127789",2
"750","2011-08-05","157690",2
"751","2011-08-06","159190",2
"752","2011-08-07","83449",2
"753","2011-08-08","149248",2
"754","2011-08-09","153605",2
"755","2011-08-10","133329",2
"756","2011-08-11","131958",2
"757","2011-08-12","140407",2
"758","2011-08-13","164751",2
"759","2011-08-14","74610",2
"760","2011-08-15","138337",2
"761","2011-08-16","142989",2
"762","2011-08-17","161513",2
"763","2011-08-18","152800",2
"764","2011-08-19","156410",2
"765","2011-08-20","180980",2
"766","2011-08-21","86722",2
"767","2011-08-22","157124",2
"768","2011-08-23","142375",2
"769","2011-08-24","153444",2
"770","2011-08-25","157127",2
